N1,N2,N3,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,label
1368.0,0.92,17.0,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,0
16332.0,0.897,40.0,city_136,,Has relevent experience,no_enrollment,Graduate,STEM,6,5000-9999,Public Sector,3,1
19584.0,0.926,68.0,city_114,,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,0
32799.0,0.92,28.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,NGO,1,0
12828.0,0.926,52.0,city_114,Male,No relevent experience,Part time course,Masters,STEM,13,50-99,Public Sector,never,0
23996.0,0.624,43.0,city_21,Male,No relevent experience,no_enrollment,Graduate,Humanities,2,,,2,1
30139.0,0.899,52.0,city_23,Male,Has relevent experience,no_enrollment,High School,,16,1000-4999,Pvt Ltd,1,0
23071.0,0.847,67.0,city_1,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,0
11747.0,0.92,88.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,0
32290.0,0.887,102.0,city_100,Male,No relevent experience,no_enrollment,Graduate,STEM,3,,,1,1
1980.0,0.624,92.0,city_21,,Has relevent experience,Full time course,Graduate,STEM,<1,<10,Pvt Ltd,,0
19233.0,0.92,56.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,0
10444.0,0.624,92.0,city_21,,Has relevent experience,Full time course,High School,,6,50-99,Pvt Ltd,1,1
10368.0,0.92,8.0,city_160,Male,No relevent experience,Full time course,High School,,11,,,4,0
20828.0,0.913,28.0,city_61,,Has relevent experience,no_enrollment,Graduate,STEM,3,,,1,0
12894.0,0.897,52.0,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,4,50-99,Funded Startup,1,0
3267.0,0.91,48.0,city_16,Male,No relevent experience,Full time course,Masters,STEM,10,,,2,0
16795.0,0.897,282.0,city_136,,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,0
19439.0,0.624,37.0,city_21,,No relevent experience,Full time course,,,<1,,,1,1
21778.0,0.92,15.0,city_103,Other,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,1
103.0,0.92,20.0,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,13,<10,Pvt Ltd,2,0
26336.0,0.92,100.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,2,0
27726.0,0.8270000000000001,50.0,city_41,Male,Has relevent experience,no_enrollment,High School,,17,1000-4999,Pvt Ltd,1,0
22702.0,0.802,40.0,city_65,Male,No relevent experience,Full time course,Graduate,STEM,6,,,1,0
30058.0,0.897,122.0,city_136,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,0
5213.0,0.926,39.0,city_114,,No relevent experience,Part time course,High School,,2,1000-4999,Pvt Ltd,1,1
28840.0,0.767,9.0,city_162,Male,No relevent experience,Full time course,High School,,5,,,never,0
16910.0,0.92,12.0,city_103,,No relevent experience,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,1,0
25407.0,0.926,30.0,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,0
15409.0,0.55,56.0,city_11,Female,Has relevent experience,Full time course,Masters,STEM,4,50-99,Funded Startup,1,0
28691.0,0.903,5.0,city_165,Female,Has relevent experience,no_enrollment,Graduate,Humanities,1,100-500,Pvt Ltd,never,0
12332.0,0.92,12.0,city_103,Male,No relevent experience,Full time course,Graduate,STEM,2,,,1,0
15790.0,0.92,132.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,0
26623.0,0.624,47.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Early Stage Startup,1,1
15115.0,0.624,14.0,city_21,,Has relevent experience,Full time course,Graduate,STEM,<1,500-999,Pvt Ltd,1,0
26597.0,0.91,89.0,city_16,Female,No relevent experience,Full time course,Graduate,STEM,9,,,>4,1
15632.0,0.624,58.0,city_21,,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Funded Startup,1,0
4833.0,0.855,19.0,city_67,Male,No relevent experience,Full time course,High School,,9,,,1,0
14417.0,0.92,72.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,10000+,Pvt Ltd,4,0
814.0,0.91,60.0,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,4,0
2307.0,0.794,18.0,city_105,Male,Has relevent experience,no_enrollment,Masters,STEM,11,,,1,1
18317.0,0.55,194.0,city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,0
15730.0,0.91,48.0,city_16,,Has relevent experience,no_enrollment,Graduate,STEM,5,,Pvt Ltd,>4,0
16898.0,0.92,59.0,city_160,,No relevent experience,no_enrollment,Phd,STEM,>20,10/49,Pvt Ltd,1,0
18980.0,0.897,59.0,city_136,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,2,0
26093.0,0.91,28.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,>4,0
32681.0,0.725,50.0,city_44,Male,No relevent experience,Full time course,Graduate,STEM,3,,,1,0
24086.0,0.866,50.0,city_57,Male,No relevent experience,no_enrollment,Graduate,STEM,10,,,1,0
29181.0,0.91,194.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,,,1,0
6903.0,0.624,18.0,city_21,,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,3,0
19374.0,0.55,29.0,city_11,,Has relevent experience,no_enrollment,Masters,STEM,7,<10,Early Stage Startup,1,0
29948.0,0.92,58.0,city_103,,Has relevent experience,Part time course,Graduate,STEM,6,,,never,1
11292.0,0.92,156.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,1
18401.0,0.55,29.0,city_11,,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,3,1
9287.0,0.91,35.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,3,0
24147.0,0.802,13.0,city_65,Male,No relevent experience,Full time course,High School,,5,,,never,0
27972.0,0.767,90.0,city_162,,Has relevent experience,Full time course,Graduate,STEM,10,50-99,Pvt Ltd,2,0
19129.0,0.855,15.0,city_67,,No relevent experience,no_enrollment,Masters,Business Degree,19,1000-4999,Pvt Ltd,2,0
19565.0,0.624,84.0,city_21,,Has relevent experience,Full time course,Masters,STEM,8,100-500,Early Stage Startup,3,1
9.0,0.91,2.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,1
29730.0,0.691,35.0,city_91,Male,Has relevent experience,no_enrollment,Masters,STEM,12,10/49,Pvt Ltd,3,0
21647.0,0.895,141.0,city_10,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,3,0
21542.0,0.897,59.0,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,3,100-500,Funded Startup,1,0
12393.0,0.698,4.0,city_152,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Funded Startup,>4,0
30157.0,0.767,79.0,city_162,,Has relevent experience,Part time course,Masters,STEM,6,50-99,Pvt Ltd,2,0
19290.0,0.92,18.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,0
2646.0,0.6890000000000001,18.0,city_149,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,0
26558.0,0.624,68.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,3,1
13396.0,0.624,28.0,city_21,Female,Has relevent experience,Full time course,Graduate,STEM,19,,,1,1
5606.0,0.92,31.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,never,0
30811.0,0.754,163.0,city_73,Male,No relevent experience,Full time course,High School,,4,,,never,0
8248.0,0.897,66.0,city_136,,No relevent experience,Full time course,Graduate,STEM,3,,,1,0
15749.0,0.897,130.0,city_136,,Has relevent experience,no_enrollment,Masters,STEM,4,5000-9999,Public Sector,1,0
6715.0,0.5579999999999999,96.0,city_101,,No relevent experience,no_enrollment,Graduate,STEM,2,10/49,Pvt Ltd,1,1
5827.0,0.924,28.0,city_104,Female,Has relevent experience,no_enrollment,Masters,Humanities,2,50-99,Funded Startup,1,0
4941.0,0.925,21.0,city_97,Male,No relevent experience,Full time course,Graduate,STEM,3,100-500,,never,0
10409.0,0.926,84.0,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,>4,0
15675.0,0.923,102.0,city_83,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,1,0
23248.0,0.92,90.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,2,0
22319.0,0.624,14.0,city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,,,1,1
21361.0,0.682,34.0,city_19,,No relevent experience,no_enrollment,Graduate,STEM,4,,,1,1
17273.0,0.91,18.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,3,0
16755.0,0.893,39.0,city_36,,No relevent experience,Full time course,Graduate,STEM,7,,,never,0
25014.0,0.91,138.0,city_16,,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,3,0
29947.0,0.682,24.0,city_19,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Funded Startup,1,0
9030.0,0.624,84.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Funded Startup,1,1
17467.0,0.926,61.0,city_114,,Has relevent experience,no_enrollment,Masters,STEM,>20,,Pvt Ltd,>4,0
6807.0,0.92,47.0,city_103,Male,No relevent experience,no_enrollment,High School,,4,,,never,0
27332.0,0.92,23.0,city_160,,Has relevent experience,no_enrollment,Graduate,No Major,14,,,1,0
20046.0,0.624,9.0,city_21,Female,No relevent experience,Full time course,Graduate,STEM,2,,,,0
25536.0,0.92,12.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,0
3728.0,0.92,13.0,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,4,0
18961.0,0.624,32.0,city_21,,No relevent experience,Full time course,High School,,<1,,,never,0
30948.0,0.926,160.0,city_114,Male,No relevent experience,Full time course,High School,,5,50-99,Pvt Ltd,>4,0
9409.0,0.698,50.0,city_84,Other,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,3,0
4705.0,0.855,66.0,city_67,Female,Has relevent experience,no_enrollment,Graduate,Humanities,3,50-99,Pvt Ltd,3,0
22769.0,0.624,44.0,city_21,,Has relevent experience,Full time course,Masters,STEM,4,50-99,,1,0
17552.0,0.794,18.0,city_105,,Has relevent experience,Full time course,,,<1,,,,0
30176.0,0.691,96.0,city_91,Male,Has relevent experience,Full time course,Graduate,STEM,9,500-999,Pvt Ltd,2,0
8703.0,0.55,5.0,city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,0
10453.0,0.555,24.0,city_145,,No relevent experience,Full time course,Graduate,STEM,4,,,never,0
8525.0,0.743,17.0,city_9,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,2,0
20313.0,0.92,48.0,city_103,Female,No relevent experience,no_enrollment,High School,,<1,,,never,0
22499.0,0.89,36.0,city_45,,Has relevent experience,Full time course,High School,,6,50-99,Pvt Ltd,1,0
32387.0,0.91,65.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1,0
22583.0,0.624,9.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,2,1
10631.0,0.624,20.0,city_21,Male,No relevent experience,Full time course,Masters,Other,1,50-99,Pvt Ltd,never,1
25275.0,0.91,90.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10/49,Pvt Ltd,1,0
16716.0,0.887,20.0,city_100,,No relevent experience,Part time course,Graduate,STEM,5,<10,Pvt Ltd,3,0
32288.0,0.92,56.0,city_103,,Has relevent experience,Full time course,High School,,9,,,4,0
30609.0,0.624,23.0,city_21,Male,Has relevent experience,,Masters,STEM,9,50-99,Funded Startup,1,1
411.0,0.92,25.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,500-999,Pvt Ltd,>4,0
24078.0,0.847,104.0,city_80,,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,,2,0
16669.0,0.91,11.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,Other,6,1000-4999,,1,0
24807.0,0.92,55.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,0
30229.0,0.836,85.0,city_138,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Funded Startup,1,0
689.0,0.92,27.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,>4,1
23972.0,0.939,178.0,city_75,Male,Has relevent experience,no_enrollment,High School,,19,1000-4999,Pvt Ltd,>4,0
23314.0,0.698,39.0,city_90,,Has relevent experience,no_enrollment,Graduate,STEM,11,10/49,Pvt Ltd,1,0
7030.0,0.727,56.0,city_142,Male,No relevent experience,Full time course,Masters,Humanities,18,,,2,1
14572.0,0.624,33.0,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Public Sector,4,1
3325.0,0.92,4.0,city_103,,No relevent experience,no_enrollment,Graduate,Business Degree,4,50-99,Pvt Ltd,1,0
3705.0,0.769,36.0,city_157,Male,Has relevent experience,no_enrollment,Masters,STEM,14,5000-9999,Public Sector,2,0
25881.0,0.624,37.0,city_21,Male,No relevent experience,Full time course,High School,,6,,,never,1
14924.0,0.924,278.0,city_104,Male,No relevent experience,Full time course,High School,,1,,,never,0
1842.0,0.624,102.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,1
3051.0,0.624,21.0,city_21,,Has relevent experience,Full time course,Graduate,STEM,12,10/49,Pvt Ltd,>4,1
3289.0,0.794,37.0,city_105,,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,0
30049.0,0.91,122.0,city_16,Male,No relevent experience,Full time course,Graduate,STEM,4,10000+,Pvt Ltd,1,0
13458.0,0.91,55.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,,Pvt Ltd,1,0
24456.0,0.624,88.0,city_21,Male,No relevent experience,Full time course,High School,,7,,,never,1
3615.0,0.913,116.0,city_61,Male,Has relevent experience,no_enrollment,High School,,8,100-500,Pvt Ltd,1,0
5493.0,0.939,31.0,city_28,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,>4,0
5103.0,0.897,108.0,city_136,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Public Sector,1,0
26913.0,0.866,108.0,city_57,Male,Has relevent experience,Full time course,Graduate,STEM,6,<10,,1,0
21527.0,0.624,41.0,city_21,,Has relevent experience,Full time course,Graduate,STEM,6,,,>4,0
8296.0,0.92,99.0,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,2,0
5117.0,0.92,13.0,city_160,Male,No relevent experience,Part time course,Graduate,STEM,5,,Pvt Ltd,never,0
5603.0,0.624,13.0,city_21,,Has relevent experience,Full time course,Graduate,STEM,4,,,,0
15412.0,0.624,36.0,city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,7,10000+,Public Sector,2,0
31077.0,0.624,50.0,city_21,Other,Has relevent experience,Full time course,Graduate,STEM,5,,Pvt Ltd,never,1
8775.0,0.92,328.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,,1,0
19144.0,0.743,80.0,city_116,Male,Has relevent experience,no_enrollment,Graduate,Arts,11,,,1,1
27889.0,0.92,3.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,Arts,16,50-99,Pvt Ltd,>4,0
20368.0,0.624,316.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,2,0
3273.0,0.92,141.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,>4,0
27621.0,0.926,43.0,city_114,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,100-500,Pvt Ltd,1,0
10985.0,0.939,2.0,city_28,,Has relevent experience,no_enrollment,High School,,6,50-99,Pvt Ltd,,0
23339.0,0.624,90.0,city_21,,No relevent experience,Full time course,Masters,STEM,5,,,1,0
3629.0,0.92,66.0,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,2,0
10965.0,0.92,56.0,city_160,Male,Has relevent experience,Full time course,Graduate,STEM,3,<10,,1,0
4831.0,0.887,102.0,city_100,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,never,0
28424.0,0.92,158.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,>4,0
482.0,0.887,89.0,city_100,Male,Has relevent experience,no_enrollment,High School,,14,50-99,Pvt Ltd,1,0
26117.0,0.92,78.0,city_103,Male,No relevent experience,no_enrollment,Primary School,,3,,,1,1
844.0,0.92,286.0,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,15,500-999,Public Sector,3,0
2135.0,0.92,42.0,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,1,,,never,1
32144.0,0.92,64.0,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,14,,,2,0
30744.0,0.92,87.0,city_103,Male,No relevent experience,Full time course,High School,,<1,10/49,NGO,1,1
4647.0,0.887,12.0,city_100,Male,No relevent experience,no_enrollment,High School,,3,,,never,0
24347.0,0.624,9.0,city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,,Pvt Ltd,1,1
16223.0,0.624,136.0,city_21,,Has relevent experience,no_enrollment,Graduate,Other,13,50-99,Pvt Ltd,4,0
10054.0,0.926,52.0,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,13,500-999,Funded Startup,4,0
3500.0,0.92,54.0,city_103,Other,No relevent experience,Part time course,High School,,6,50-99,Funded Startup,1,0
10687.0,0.91,14.0,city_16,Male,No relevent experience,Full time course,Graduate,STEM,1,,,never,0
27552.0,0.92,45.0,city_103,Male,No relevent experience,Full time course,High School,,6,,,1,1
571.0,0.91,53.0,city_16,Other,No relevent experience,Full time course,Graduate,STEM,8,,,1,1
6491.0,0.804,48.0,city_102,,Has relevent experience,no_enrollment,Masters,STEM,10,,,1,0
1956.0,0.624,102.0,city_21,,Has relevent experience,Full time course,Masters,STEM,2,<10,Pvt Ltd,2,0
28455.0,0.92,52.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,Other,10,10/49,Pvt Ltd,1,0
13497.0,0.91,82.0,city_16,,Has relevent experience,no_enrollment,Graduate,STEM,14,500-999,Pvt Ltd,>4,0
1655.0,0.92,22.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,>4,0
1569.0,0.939,46.0,city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,>4,0
22377.0,0.92,136.0,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,0
16796.0,0.92,54.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,1,0
3611.0,0.913,64.0,city_61,,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,3,0
3111.0,0.92,21.0,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,NGO,1,0
20012.0,0.92,70.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,0
20272.0,0.92,226.0,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Funded Startup,1,0
27285.0,0.7390000000000001,12.0,city_55,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,0
3858.0,0.624,4.0,city_21,,No relevent experience,Full time course,Graduate,STEM,2,,Pvt Ltd,never,1
6473.0,0.624,18.0,city_21,Male,Has relevent experience,Full time course,Graduate,STEM,,1000-4999,Pvt Ltd,1,0
15076.0,0.92,88.0,city_160,,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1,0
32718.0,0.92,166.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,>4,0
1549.0,0.698,89.0,city_152,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,1
4961.0,0.555,17.0,city_145,Male,No relevent experience,Full time course,High School,,2,,,never,0
13744.0,0.897,334.0,city_136,Male,Has relevent experience,,Graduate,STEM,6,100-500,NGO,1,0
28042.0,0.926,58.0,city_114,Male,No relevent experience,Part time course,Graduate,STEM,5,10000+,Pvt Ltd,1,0
13687.0,0.698,28.0,city_24,Male,No relevent experience,Full time course,High School,,7,,,never,0
25355.0,0.897,278.0,city_136,,Has relevent experience,no_enrollment,Masters,STEM,7,500-999,Pvt Ltd,1,0
27562.0,0.847,7.0,city_1,Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,1
23350.0,0.848,38.0,city_27,,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,0
19969.0,0.55,32.0,city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,1,1
1253.0,0.92,42.0,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,0
24927.0,0.698,111.0,city_76,,No relevent experience,Part time course,Masters,STEM,4,500-999,Public Sector,,1
