V1,V2,V5,V7,V8,V10,V11,V16,V17,V18,V20,V21,V22,V23,V24,V26,V27,V28,V29,V30,V32,V33,V35,V36,V41,V42,V43,V45,V46,V50,V52,V53,V54,V59,V60,V61,V62,V63,V65,V67,V70,V71,V72,V73,V74,V75,V76,V77,V78,V80,V82,V85,V86,V87,V88,V91,V94,V95,V3,V4,V6,V9,V12,V13,V14,V15,V19,V25,V31,V34,V37,V38,V39,V40,V44,V47,V48,V49,V51,V55,V56,V57,V58,V64,V66,V68,V69,V79,V81,V83,V84,V89,V90,V92,V93,V96,V97,V98,V99,V100,label
1.0,1.0,0.14,0.0,0.0,1.0,83730.0,0.2,392.0,37.2,56.0,72.2,0.925,233.0,4.0,1.0,468.0,4.0,0.915,879.0,0.614,605.0,4905.0,0.488,3.0,7377.0,3.0,8.25,3.0,0.0,0.0,4.97,0.0,54119.0,5736.0,28.3,0.0,35.1,0.0,15200.0,5.58,1.0,6664.0,0.59,2732.0,2.0,65.0,79.0,3.0,1.0,4.09,44.4,3.79,1.0,415.0,1.0,1.0,5856.0,v2,v4,v1,v3,v2,v2,v2,v4,v1,v1,v1,v3,v1,v4,v2,v1,v5,v4,v1,v5,v2,v4,v3,v3,v2,v4,v1,v2,v3,v5,v1,v2,v2,v6,v1,v2,v2,v3,v1,v3,v1,v5,1
1.0,3.0,0.05,0.0,1.0,3.0,72094.0,0.25,402.0,30.2,51.0,80.1,0.898,281.0,2.0,0.0,355.0,3.0,0.916,711.0,0.456,605.0,6776.0,0.136,2.0,6380.0,3.0,7.77,1.0,1.0,0.0,6.39,0.0,68798.0,5923.0,41.3,1.0,30.3,1.0,18676.0,6.8,3.0,7171.0,0.72,5876.0,2.0,63.0,79.1,5.0,1.0,6.47,44.0,4.64,1.0,769.0,1.0,0.0,5615.0,v5,v2,v2,v2,v1,v1,v2,v3,v2,v4,v1,v1,v2,v1,v2,v2,v3,v3,v2,v4,v3,v3,v1,v1,v2,v4,v2,v3,v1,v4,v2,v1,v2,v2,v2,v2,v2,v2,v2,v4,v2,v4,0
0.0,2.0,0.46,0.0,0.0,2.0,40881.0,0.49,890.0,32.1,51.0,75.4,0.948,245.0,3.0,1.0,318.0,2.0,0.943,690.0,0.607,617.0,5282.0,0.183,2.0,6338.0,3.0,7.82,1.0,0.0,1.0,6.92,0.0,54470.0,7011.0,45.5,0.0,51.0,1.0,15203.0,6.86,1.0,6770.0,0.46,2256.0,1.0,70.0,80.9,4.0,0.0,6.2,48.0,7.61,2.0,409.0,1.0,1.0,5100.0,v1,v2,v3,v2,v2,v2,v1,v2,v1,v4,v1,v1,v4,v2,v1,v1,v3,v1,v3,v1,v4,v3,v1,v3,v1,v2,v2,v1,v4,v5,v4,v1,v1,v1,v2,v2,v2,v4,v2,v6,v1,v3,1
0.0,4.0,0.49,1.0,3.0,1.0,81292.0,0.37,845.0,33.4,49.0,78.7,0.883,232.0,1.0,1.0,322.0,0.0,0.929,823.0,0.589,622.0,4325.0,0.819,1.0,6329.0,3.0,7.9,3.0,1.0,0.0,5.45,1.0,54164.0,5689.0,22.1,1.0,31.2,1.0,23183.0,6.59,3.0,5911.0,0.64,5965.0,0.0,74.0,81.5,0.0,1.0,3.5,45.6,5.47,1.0,420.0,2.0,1.0,5544.0,v3,v2,v1,v1,v1,v1,v1,v6,v1,v4,v2,v3,v5,v4,v2,v2,v4,v6,v3,v4,v2,v5,v4,v3,v1,v1,v1,v4,v1,v5,v1,v3,v1,v3,v1,v1,v2,v3,v2,v6,v1,v4,1
1.0,4.0,0.21,0.0,0.0,1.0,35672.0,0.51,786.0,32.4,37.0,72.9,0.829,267.0,1.0,1.0,311.0,1.0,0.939,837.0,0.582,599.0,5124.0,0.882,3.0,6400.0,2.0,8.26,1.0,2.0,0.0,6.45,1.0,43033.0,6836.0,27.1,1.0,34.5,0.0,20779.0,5.61,2.0,6942.0,0.53,4139.0,0.0,86.0,79.6,2.0,1.0,6.66,47.3,4.64,3.0,437.0,0.0,0.0,6114.0,v1,v4,v3,v1,v1,v1,v4,v4,v2,v1,v1,v3,v1,v4,v2,v1,v1,v6,v1,v6,v1,v4,v3,v3,v2,v1,v2,v3,v3,v5,v1,v3,v2,v3,v1,v2,v2,v3,v2,v2,v1,v3,0
1.0,0.0,0.21,1.0,0.0,2.0,72043.0,0.56,814.0,29.9,47.0,71.8,0.815,262.0,2.0,0.0,418.0,1.0,0.943,755.0,0.671,651.0,5809.0,0.568,0.0,6400.0,4.0,7.91,3.0,0.0,0.0,5.11,1.0,70691.0,6308.0,17.2,0.0,58.4,1.0,19630.0,6.97,3.0,6144.0,0.31,2422.0,1.0,85.0,80.4,3.0,1.0,6.93,54.1,3.65,3.0,487.0,2.0,1.0,5089.0,v4,v4,v1,v3,v1,v2,v2,v1,v2,v1,v2,v4,v3,v1,v3,v1,v3,v2,v2,v4,v1,v2,v2,v3,v1,v2,v2,v2,v3,v5,v3,v1,v2,v5,v3,v1,v1,v5,v2,v2,v2,v3,0
1.0,1.0,0.13,0.0,2.0,2.0,39706.0,0.28,327.0,35.1,58.0,72.5,0.91,193.0,3.0,1.0,438.0,3.0,0.909,880.0,0.459,595.0,6162.0,0.367,1.0,7213.0,1.0,8.52,0.0,1.0,2.0,6.91,1.0,67880.0,5935.0,36.8,1.0,61.1,1.0,18658.0,6.67,2.0,6784.0,0.66,4954.0,0.0,74.0,84.3,2.0,1.0,3.57,44.0,4.03,3.0,906.0,1.0,0.0,5905.0,v5,v3,v2,v3,v3,v2,v3,v1,v1,v4,v1,v4,v2,v4,v5,v2,v4,v2,v3,v5,v1,v4,v4,v2,v1,v2,v1,v5,v1,v5,v4,v1,v2,v1,v1,v1,v2,v2,v1,v6,v2,v2,2
1.0,2.0,0.22,1.0,2.0,3.0,73195.0,0.56,601.0,33.3,60.0,78.3,0.943,207.0,3.0,0.0,443.0,1.0,0.943,798.0,0.61,647.0,5141.0,0.664,2.0,6253.0,0.0,7.6,1.0,2.0,2.0,3.72,1.0,66316.0,6426.0,42.9,1.0,31.3,2.0,14101.0,6.83,3.0,6516.0,0.73,4719.0,0.0,93.0,80.6,2.0,0.0,3.57,54.4,4.82,2.0,443.0,1.0,0.0,5665.0,v2,v2,v2,v2,v2,v1,v5,v1,v2,v2,v1,v5,v1,v2,v1,v1,v5,v6,v3,v6,v3,v2,v2,v3,v2,v2,v2,v3,v4,v1,v4,v3,v2,v3,v3,v1,v1,v2,v3,v5,v2,v5,1
0.0,2.0,0.27,0.0,1.0,0.0,34939.0,0.52,325.0,33.4,55.0,75.7,0.95,192.0,1.0,1.0,405.0,2.0,0.935,708.0,0.614,653.0,4061.0,0.836,3.0,6697.0,0.0,8.01,3.0,1.0,0.0,3.93,0.0,45208.0,6280.0,40.3,0.0,52.7,0.0,18114.0,6.87,0.0,6567.0,0.38,2625.0,0.0,68.0,84.2,2.0,0.0,4.07,43.7,6.56,0.0,472.0,1.0,0.0,5517.0,v2,v3,v3,v2,v3,v2,v3,v3,v1,v3,v1,v2,v4,v3,v2,v2,v4,v1,v2,v2,v2,v2,v3,v2,v2,v4,v1,v4,v3,v4,v4,v1,v2,v5,v1,v2,v2,v3,v3,v1,v1,v1,0
1.0,4.0,0.21,1.0,0.0,2.0,41781.0,0.25,765.0,35.5,51.0,71.3,0.92,224.0,1.0,1.0,445.0,4.0,0.909,752.0,0.632,603.0,4907.0,0.149,1.0,6346.0,2.0,8.59,3.0,2.0,1.0,4.88,0.0,59445.0,6597.0,34.2,1.0,30.7,2.0,17072.0,6.28,3.0,7251.0,0.15,2952.0,1.0,68.0,79.1,1.0,0.0,4.14,51.6,7.73,0.0,661.0,1.0,1.0,6128.0,v3,v1,v3,v2,v3,v2,v4,v3,v2,v3,v1,v5,v4,v2,v5,v2,v4,v2,v3,v4,v1,v1,v1,v2,v2,v5,v2,v1,v1,v4,v3,v1,v2,v1,v2,v1,v1,v2,v2,v4,v2,v1,0
0.0,3.0,0.45,0.0,2.0,3.0,74152.0,0.15,787.0,32.6,36.0,67.8,0.846,259.0,2.0,0.0,434.0,1.0,0.916,712.0,0.617,631.0,5271.0,0.149,2.0,6402.0,1.0,8.75,3.0,1.0,2.0,7.03,1.0,53685.0,6447.0,44.8,1.0,61.3,1.0,20757.0,6.94,2.0,6858.0,0.42,6348.0,1.0,69.0,84.1,3.0,0.0,4.13,43.6,7.55,2.0,723.0,2.0,0.0,5772.0,v5,v2,v3,v2,v3,v1,v3,v4,v2,v4,v1,v2,v2,v4,v3,v2,v3,v6,v2,v5,v3,v5,v4,v1,v2,v4,v2,v4,v4,v5,v4,v3,v2,v1,v3,v2,v1,v3,v2,v5,v1,v4,1
1.0,4.0,0.24,0.0,1.0,1.0,71920.0,0.47,896.0,31.1,49.0,78.4,0.883,256.0,3.0,0.0,446.0,1.0,0.943,709.0,0.626,600.0,5131.0,0.469,0.0,5781.0,2.0,7.57,0.0,0.0,0.0,4.42,1.0,72002.0,6349.0,54.4,0.0,34.5,0.0,15018.0,6.97,0.0,6692.0,0.69,2872.0,2.0,76.0,79.9,4.0,0.0,3.64,46.4,4.46,1.0,385.0,2.0,0.0,6116.0,v6,v3,v2,v2,v2,v1,v4,v5,v1,v2,v2,v4,v1,v1,v3,v1,v5,v1,v3,v6,v2,v4,v4,v2,v2,v1,v2,v1,v4,v3,v4,v1,v2,v6,v3,v2,v2,v5,v1,v6,v1,v3,0
1.0,3.0,0.32,0.0,0.0,3.0,72113.0,0.16,267.0,36.3,50.0,68.0,0.917,207.0,4.0,0.0,381.0,4.0,0.933,877.0,0.63,657.0,5322.0,0.134,2.0,6269.0,3.0,8.13,1.0,0.0,1.0,6.91,1.0,69714.0,6442.0,72.0,1.0,46.7,0.0,18595.0,6.76,3.0,6855.0,0.59,4800.0,2.0,87.0,83.2,5.0,0.0,5.43,48.2,7.94,2.0,470.0,0.0,1.0,5579.0,v2,v1,v1,v3,v3,v2,v4,v2,v1,v1,v1,v6,v4,v4,v5,v2,v3,v1,v2,v3,v3,v1,v5,v1,v2,v1,v2,v5,v2,v1,v3,v2,v1,v6,v2,v2,v2,v5,v3,v2,v2,v4,0
1.0,0.0,0.25,0.0,2.0,1.0,35715.0,0.3,325.0,35.1,39.0,84.4,0.887,247.0,4.0,1.0,326.0,0.0,0.939,554.0,0.653,656.0,5117.0,0.502,0.0,6139.0,0.0,7.76,0.0,0.0,0.0,6.41,0.0,59681.0,6127.0,48.6,1.0,61.1,2.0,21680.0,5.93,0.0,5857.0,0.25,5961.0,0.0,67.0,79.1,3.0,1.0,6.9,43.8,4.62,3.0,549.0,2.0,1.0,5486.0,v2,v3,v3,v4,v1,v1,v3,v4,v2,v2,v1,v6,v4,v3,v5,v2,v2,v3,v1,v5,v2,v4,v2,v1,v2,v4,v1,v2,v1,v3,v4,v2,v2,v6,v2,v2,v1,v4,v1,v5,v1,v3,1
0.0,4.0,0.06,1.0,1.0,0.0,31859.0,0.11,565.0,31.1,50.0,71.9,0.919,191.0,4.0,1.0,421.0,2.0,0.94,838.0,0.577,638.0,5194.0,0.462,3.0,6125.0,3.0,8.61,2.0,1.0,0.0,4.34,1.0,46523.0,5940.0,53.5,0.0,61.0,0.0,21761.0,5.57,0.0,6386.0,0.68,3953.0,2.0,67.0,83.1,2.0,0.0,5.45,46.3,4.33,3.0,833.0,0.0,0.0,5369.0,v3,v1,v2,v2,v2,v1,v5,v3,v2,v3,v1,v3,v4,v4,v4,v1,v3,v6,v3,v6,v1,v3,v5,v3,v3,v2,v1,v5,v3,v2,v3,v2,v1,v5,v3,v1,v2,v3,v2,v6,v1,v2,0
0.0,4.0,0.04,0.0,2.0,2.0,35046.0,0.38,338.0,26.9,40.0,72.2,0.939,203.0,2.0,1.0,485.0,4.0,0.94,830.0,0.629,649.0,5118.0,0.507,2.0,6230.0,3.0,7.48,0.0,0.0,2.0,6.9,1.0,48419.0,6409.0,33.6,1.0,30.6,0.0,20333.0,6.87,0.0,6699.0,0.65,2435.0,0.0,67.0,79.5,2.0,1.0,4.87,64.1,4.15,3.0,650.0,0.0,0.0,5458.0,v6,v3,v3,v2,v3,v1,v2,v4,v1,v1,v2,v3,v2,v4,v1,v2,v2,v2,v2,v6,v1,v5,v2,v3,v2,v2,v2,v3,v3,v3,v4,v3,v1,v6,v2,v2,v1,v5,v1,v6,v2,v5,0
0.0,3.0,0.47,1.0,1.0,1.0,32812.0,0.42,867.0,30.7,61.0,72.1,0.881,285.0,2.0,0.0,487.0,4.0,0.939,711.0,0.579,646.0,4794.0,0.347,0.0,7273.0,1.0,8.74,3.0,2.0,1.0,3.75,0.0,48438.0,5711.0,41.1,1.0,31.4,0.0,13782.0,6.6,3.0,6890.0,0.15,3194.0,1.0,69.0,79.6,4.0,1.0,4.25,47.3,7.56,2.0,441.0,1.0,1.0,5161.0,v2,v1,v1,v4,v1,v1,v3,v3,v2,v3,v1,v1,v5,v1,v4,v1,v5,v2,v2,v6,v3,v2,v4,v2,v1,v1,v1,v5,v1,v1,v3,v3,v2,v5,v3,v2,v2,v3,v2,v3,v1,v5,0
0.0,2.0,0.04,0.0,1.0,2.0,71935.0,0.29,400.0,28.6,37.0,66.8,0.89,264.0,3.0,1.0,465.0,0.0,0.909,872.0,0.613,598.0,5295.0,0.626,3.0,7372.0,4.0,7.32,3.0,1.0,0.0,6.9,0.0,52793.0,6534.0,38.4,1.0,37.3,1.0,22477.0,6.73,1.0,7031.0,0.15,2725.0,0.0,75.0,79.5,0.0,1.0,6.67,47.4,4.3,3.0,672.0,2.0,0.0,5156.0,v5,v1,v3,v4,v3,v2,v1,v3,v2,v3,v1,v4,v5,v2,v5,v2,v2,v6,v1,v3,v3,v1,v4,v1,v2,v3,v1,v1,v2,v2,v3,v2,v1,v6,v1,v1,v2,v5,v2,v3,v2,v5,0
0.0,4.0,0.05,1.0,3.0,3.0,71930.0,0.56,866.0,34.0,55.0,82.2,0.902,190.0,1.0,0.0,295.0,0.0,0.943,741.0,0.558,642.0,4164.0,0.837,3.0,6257.0,3.0,7.28,3.0,2.0,3.0,4.52,0.0,54031.0,5678.0,49.1,0.0,30.6,0.0,14797.0,6.93,2.0,6330.0,0.38,3248.0,2.0,64.0,84.2,1.0,0.0,3.6,60.7,7.52,3.0,490.0,2.0,0.0,6016.0,v3,v3,v3,v1,v3,v1,v3,v6,v1,v4,v2,v3,v4,v3,v5,v2,v5,v1,v1,v3,v5,v1,v1,v1,v1,v3,v1,v4,v4,v5,v1,v1,v2,v5,v2,v2,v2,v5,v1,v5,v2,v3,0
1.0,1.0,0.24,1.0,3.0,3.0,71929.0,0.37,534.0,26.0,49.0,81.6,0.944,248.0,4.0,0.0,402.0,4.0,0.937,819.0,0.584,618.0,4547.0,0.629,3.0,7315.0,0.0,8.1,0.0,0.0,3.0,3.83,0.0,54810.0,6310.0,13.1,0.0,61.2,0.0,22752.0,6.56,3.0,6100.0,0.48,3244.0,1.0,80.0,80.8,2.0,0.0,4.11,47.1,6.2,2.0,365.0,0.0,1.0,5094.0,v2,v4,v3,v4,v3,v2,v4,v2,v2,v2,v2,v5,v5,v1,v2,v2,v4,v2,v2,v6,v2,v2,v4,v3,v1,v1,v1,v4,v1,v1,v3,v3,v1,v1,v3,v1,v1,v2,v3,v3,v2,v1,1
1.0,1.0,0.21,0.0,0.0,0.0,72192.0,0.56,293.0,30.5,52.0,79.0,0.949,248.0,1.0,0.0,283.0,4.0,0.941,833.0,0.621,599.0,6327.0,0.7,2.0,6196.0,0.0,7.77,2.0,2.0,2.0,6.91,0.0,49716.0,7141.0,51.4,1.0,55.4,2.0,20582.0,6.82,2.0,7328.0,0.57,3043.0,1.0,68.0,83.5,1.0,0.0,5.23,58.0,3.51,3.0,367.0,0.0,0.0,5131.0,v4,v4,v3,v1,v1,v1,v4,v4,v1,v2,v1,v6,v2,v2,v5,v1,v3,v5,v2,v5,v3,v2,v1,v3,v1,v1,v2,v4,v3,v3,v1,v2,v1,v3,v3,v1,v2,v2,v2,v6,v2,v3,1
0.0,1.0,0.07,0.0,1.0,0.0,62832.0,0.51,289.0,33.3,38.0,83.6,0.88,232.0,1.0,1.0,336.0,1.0,0.938,737.0,0.463,657.0,5111.0,0.18,0.0,6210.0,1.0,7.59,0.0,1.0,3.0,3.91,0.0,61180.0,6552.0,25.5,1.0,30.6,2.0,23422.0,6.61,0.0,6087.0,0.44,5892.0,0.0,91.0,79.7,0.0,1.0,6.37,61.6,3.44,0.0,473.0,2.0,0.0,5515.0,v5,v3,v1,v3,v3,v2,v1,v3,v1,v2,v2,v4,v4,v2,v3,v2,v1,v3,v2,v2,v3,v2,v4,v1,v2,v4,v2,v5,v2,v5,v4,v1,v1,v3,v1,v1,v1,v3,v3,v2,v2,v1,0
1.0,1.0,0.13,0.0,1.0,1.0,50792.0,0.43,444.0,37.2,32.0,82.3,0.836,196.0,0.0,0.0,447.0,0.0,0.914,671.0,0.595,624.0,6064.0,0.508,1.0,5993.0,0.0,7.32,3.0,2.0,1.0,6.72,1.0,54689.0,6010.0,17.9,1.0,30.2,2.0,18595.0,6.98,0.0,7334.0,0.26,4582.0,1.0,62.0,80.1,1.0,1.0,5.42,43.7,7.49,2.0,473.0,1.0,1.0,5362.0,v3,v3,v1,v4,v3,v2,v1,v1,v1,v4,v2,v4,v3,v2,v3,v1,v2,v4,v1,v5,v2,v3,v4,v3,v2,v5,v1,v4,v2,v3,v3,v1,v1,v6,v2,v1,v1,v3,v1,v4,v2,v5,0
1.0,2.0,0.25,1.0,2.0,1.0,30579.0,0.31,868.0,35.8,38.0,74.7,0.921,185.0,0.0,1.0,343.0,4.0,0.933,844.0,0.457,654.0,5401.0,0.487,2.0,6286.0,1.0,8.41,2.0,2.0,0.0,3.82,0.0,46289.0,6362.0,86.7,1.0,35.2,2.0,20897.0,6.76,1.0,6838.0,0.63,3046.0,2.0,89.0,79.3,2.0,1.0,3.53,47.1,7.47,0.0,389.0,1.0,1.0,5173.0,v1,v2,v2,v2,v3,v2,v1,v3,v1,v2,v1,v4,v2,v1,v3,v1,v2,v4,v1,v2,v3,v1,v2,v3,v2,v1,v1,v3,v3,v2,v4,v1,v2,v4,v2,v2,v1,v3,v2,v6,v1,v5,1
1.0,4.0,0.12,0.0,3.0,3.0,42729.0,0.27,857.0,33.4,58.0,66.2,0.887,221.0,3.0,0.0,286.0,4.0,0.942,738.0,0.442,592.0,5207.0,0.356,0.0,5500.0,4.0,7.53,3.0,0.0,2.0,6.9,0.0,69058.0,5833.0,25.1,0.0,29.9,2.0,14114.0,6.62,1.0,6873.0,0.49,7734.0,1.0,91.0,79.4,3.0,1.0,3.64,44.9,7.71,0.0,473.0,2.0,1.0,5584.0,v3,v3,v3,v1,v1,v1,v2,v1,v1,v2,v2,v6,v4,v4,v2,v1,v1,v6,v3,v3,v5,v2,v4,v1,v3,v4,v2,v4,v2,v2,v1,v3,v1,v6,v2,v1,v2,v4,v2,v6,v1,v3,0
0.0,0.0,0.17,0.0,3.0,0.0,88317.0,0.31,743.0,27.2,40.0,79.3,0.927,195.0,4.0,1.0,318.0,3.0,0.923,704.0,0.58,657.0,5318.0,0.16,1.0,7391.0,0.0,7.53,1.0,1.0,1.0,5.35,0.0,59675.0,6488.0,45.5,1.0,29.9,0.0,14366.0,6.99,1.0,6951.0,0.49,5801.0,2.0,68.0,83.6,4.0,0.0,4.1,45.4,3.42,0.0,442.0,0.0,0.0,5581.0,v3,v2,v3,v3,v1,v1,v1,v2,v1,v2,v1,v4,v1,v3,v2,v1,v5,v3,v3,v5,v2,v4,v5,v3,v2,v4,v2,v3,v4,v3,v1,v3,v1,v2,v1,v1,v2,v3,v1,v4,v2,v4,1
1.0,4.0,0.06,0.0,2.0,3.0,38995.0,0.35,516.0,36.0,28.0,69.3,0.88,268.0,2.0,0.0,460.0,1.0,0.937,555.0,0.454,659.0,4063.0,0.236,0.0,5774.0,4.0,7.53,0.0,2.0,2.0,6.72,0.0,65619.0,6450.0,53.0,0.0,30.0,0.0,14179.0,5.58,1.0,7016.0,0.15,5998.0,2.0,68.0,79.7,0.0,0.0,5.41,58.4,7.92,2.0,880.0,2.0,1.0,5419.0,v4,v4,v3,v3,v1,v2,v2,v5,v2,v1,v2,v3,v3,v3,v1,v1,v1,v3,v3,v3,v4,v3,v3,v3,v3,v2,v1,v5,v1,v2,v4,v2,v1,v1,v2,v2,v1,v5,v1,v2,v1,v5,0
0.0,2.0,0.21,0.0,1.0,2.0,35640.0,0.25,811.0,35.2,46.0,72.7,0.832,268.0,2.0,1.0,315.0,1.0,0.91,879.0,0.613,624.0,5108.0,0.148,1.0,6240.0,2.0,7.74,3.0,0.0,3.0,6.89,0.0,42120.0,6295.0,56.9,1.0,60.5,2.0,16080.0,6.83,3.0,7325.0,0.59,3194.0,1.0,68.0,81.3,0.0,1.0,5.42,46.0,7.55,3.0,485.0,1.0,1.0,6150.0,v4,v1,v2,v2,v2,v2,v1,v2,v2,v3,v1,v6,v5,v4,v5,v2,v2,v1,v2,v3,v3,v3,v2,v2,v1,v1,v2,v1,v2,v4,v4,v2,v2,v1,v2,v2,v2,v5,v2,v1,v2,v3,0
0.0,2.0,0.26,0.0,1.0,2.0,81379.0,0.57,891.0,31.0,43.0,80.2,0.936,256.0,0.0,0.0,486.0,2.0,0.943,875.0,0.671,603.0,5137.0,0.923,3.0,6393.0,4.0,7.75,1.0,1.0,1.0,6.33,0.0,52490.0,6480.0,80.2,0.0,46.3,2.0,13705.0,6.8,3.0,6574.0,0.44,2679.0,0.0,62.0,84.0,0.0,0.0,3.63,44.9,5.44,0.0,415.0,0.0,1.0,5730.0,v5,v1,v3,v1,v2,v2,v4,v1,v2,v3,v1,v2,v1,v4,v5,v1,v2,v4,v3,v3,v1,v2,v3,v2,v1,v3,v1,v3,v2,v1,v2,v1,v1,v6,v1,v1,v1,v1,v3,v5,v1,v4,1
1.0,4.0,0.4,1.0,2.0,0.0,44944.0,0.15,432.0,25.5,48.0,83.3,0.904,274.0,1.0,1.0,380.0,3.0,0.92,862.0,0.629,648.0,5330.0,0.424,2.0,6324.0,0.0,7.59,3.0,1.0,0.0,6.96,0.0,65388.0,5955.0,84.8,1.0,31.0,0.0,18167.0,6.81,3.0,7319.0,0.15,2934.0,0.0,70.0,79.1,1.0,0.0,6.82,47.5,3.58,1.0,444.0,2.0,1.0,5235.0,v4,v1,v1,v2,v3,v1,v2,v6,v2,v4,v2,v2,v2,v3,v1,v2,v1,v1,v2,v5,v1,v4,v5,v1,v2,v5,v2,v2,v2,v4,v4,v2,v2,v5,v3,v1,v1,v2,v1,v6,v1,v2,0
1.0,0.0,0.06,1.0,2.0,2.0,71938.0,0.45,447.0,34.7,45.0,80.5,0.841,264.0,2.0,0.0,434.0,3.0,0.94,713.0,0.672,653.0,4022.0,0.311,2.0,6234.0,2.0,7.72,1.0,2.0,0.0,7.02,1.0,40872.0,6450.0,51.1,0.0,30.9,1.0,20207.0,6.63,3.0,6917.0,0.45,7939.0,1.0,79.0,82.4,3.0,1.0,4.1,45.6,5.63,1.0,386.0,0.0,0.0,5724.0,v5,v4,v2,v3,v2,v1,v5,v6,v2,v3,v1,v1,v4,v4,v5,v1,v4,v1,v3,v1,v4,v4,v4,v2,v3,v4,v2,v5,v2,v1,v1,v3,v1,v5,v3,v2,v1,v3,v3,v2,v1,v5,2
1.0,0.0,0.18,0.0,3.0,0.0,52080.0,0.2,258.0,31.0,41.0,78.5,0.934,241.0,1.0,0.0,354.0,2.0,0.938,705.0,0.453,612.0,5261.0,0.145,2.0,6217.0,0.0,7.54,1.0,1.0,2.0,6.52,0.0,62547.0,6281.0,54.5,1.0,60.5,1.0,13783.0,5.57,0.0,6919.0,0.5,3736.0,2.0,69.0,79.1,4.0,1.0,5.5,46.7,4.34,3.0,885.0,1.0,1.0,5564.0,v1,v2,v2,v1,v2,v2,v5,v4,v1,v4,v1,v3,v4,v3,v2,v2,v1,v4,v2,v6,v2,v3,v5,v2,v3,v2,v1,v2,v2,v3,v4,v1,v2,v1,v1,v1,v2,v5,v1,v6,v1,v3,2
1.0,3.0,0.34,0.0,0.0,2.0,33042.0,0.25,670.0,32.2,42.0,69.9,0.93,227.0,2.0,0.0,338.0,3.0,0.935,633.0,0.45,599.0,4644.0,0.579,1.0,6402.0,4.0,7.99,3.0,2.0,2.0,5.27,0.0,53581.0,6155.0,38.1,0.0,31.3,1.0,20754.0,5.58,3.0,6874.0,0.27,2844.0,2.0,70.0,83.9,2.0,1.0,3.84,43.7,3.55,2.0,655.0,2.0,1.0,5543.0,v1,v1,v1,v3,v1,v1,v1,v1,v1,v1,v2,v2,v5,v2,v4,v1,v5,v4,v1,v5,v4,v3,v3,v2,v2,v4,v1,v4,v1,v5,v1,v2,v1,v4,v1,v2,v1,v1,v1,v3,v2,v1,0
0.0,3.0,0.41,0.0,0.0,2.0,30943.0,0.29,593.0,34.1,43.0,74.1,0.954,275.0,2.0,1.0,413.0,4.0,0.914,553.0,0.46,649.0,3991.0,0.173,3.0,6382.0,4.0,8.67,3.0,1.0,0.0,4.81,1.0,53393.0,7078.0,41.2,0.0,60.9,2.0,19308.0,6.91,0.0,6821.0,0.66,2569.0,1.0,68.0,81.1,4.0,1.0,5.43,46.8,7.69,3.0,901.0,0.0,1.0,5684.0,v6,v1,v2,v2,v1,v1,v1,v6,v2,v1,v1,v2,v5,v4,v2,v2,v2,v6,v2,v5,v5,v3,v4,v2,v1,v2,v1,v5,v1,v1,v1,v3,v1,v1,v2,v2,v2,v2,v1,v3,v1,v1,2
1.0,0.0,0.04,0.0,1.0,2.0,33050.0,0.52,859.0,31.2,29.0,67.4,0.889,221.0,0.0,0.0,358.0,2.0,0.929,669.0,0.675,658.0,5270.0,0.612,0.0,5416.0,3.0,8.84,0.0,1.0,2.0,4.37,0.0,67645.0,6369.0,46.0,1.0,31.4,2.0,19882.0,6.74,0.0,6528.0,0.44,6295.0,0.0,82.0,79.1,3.0,0.0,3.93,45.8,4.2,1.0,911.0,1.0,0.0,5116.0,v4,v2,v3,v3,v2,v1,v2,v3,v1,v1,v2,v2,v1,v3,v5,v2,v3,v2,v2,v1,v2,v4,v2,v2,v1,v4,v1,v2,v1,v2,v1,v3,v1,v6,v1,v1,v2,v5,v3,v2,v2,v4,1
1.0,2.0,0.2,0.0,1.0,3.0,72025.0,0.17,891.0,33.2,37.0,71.6,0.918,277.0,1.0,1.0,319.0,2.0,0.936,668.0,0.473,652.0,5277.0,0.503,1.0,6352.0,2.0,7.52,1.0,1.0,0.0,4.84,0.0,54131.0,6988.0,41.0,0.0,60.9,0.0,19193.0,7.2,0.0,6863.0,0.22,6355.0,1.0,66.0,79.9,5.0,1.0,3.62,47.1,4.48,2.0,372.0,2.0,1.0,5884.0,v3,v4,v1,v4,v3,v1,v3,v6,v2,v2,v2,v6,v4,v2,v2,v2,v1,v5,v1,v3,v3,v2,v3,v1,v3,v1,v1,v2,v3,v1,v1,v1,v2,v5,v2,v1,v1,v4,v3,v2,v1,v1,1
0.0,2.0,0.41,1.0,2.0,2.0,71915.0,0.25,859.0,31.5,66.0,66.8,0.825,186.0,3.0,0.0,471.0,4.0,0.909,843.0,0.632,594.0,6206.0,0.556,3.0,7379.0,0.0,7.75,3.0,2.0,2.0,6.55,1.0,40382.0,6659.0,68.7,1.0,56.5,1.0,20359.0,5.57,1.0,6678.0,0.37,4664.0,1.0,62.0,80.8,3.0,1.0,3.62,45.4,7.7,0.0,483.0,1.0,0.0,5547.0,v2,v2,v3,v4,v1,v1,v1,v1,v2,v2,v2,v1,v3,v2,v4,v1,v2,v4,v1,v6,v5,v3,v3,v2,v1,v1,v2,v2,v1,v2,v4,v2,v2,v2,v3,v1,v2,v1,v3,v1,v1,v4,1
