WSR0,WSR1,WSR2,WSR3,WSR4,WSR5,WSR6,WSR7,WSR8,WSR9,WSR10,WSR11,WSR12,WSR13,WSR14,WSR15,WSR16,WSR17,WSR18,WSR19,WSR20,WSR21,WSR22,WSR23,WSR_PK,WSR_AV,T85,RH85,T70,RH70,T50,RH50,HT50,SLP,SLP_,Precp,label
2.2,1.8,1,0.4,0.3,0.3,0.3,1.5,3.9,4.3,4.6,4.5,5.1,4.8,4,3.1,3,1.4,0.4,?,?,?,?,?,5.1,2.5,14.8,0.55,7.4,0.53,-7.3,0.19,5795,10095,-45,0,0
1.1,0.5,1.4,1.4,2.1,1.4,1.3,1.6,1.6,0.8,0.7,1.8,1.9,2.8,5.1,4.8,5.4,3.3,2.2,1.7,1.7,1.7,1.8,1.7,5.4,2.1,13.8,0.66,2.5,0.82,-12.4,0.85,5770,10140,5,0,1
2.1,1.4,1.5,1.9,1.2,1.4,0.6,0.8,2.5,2.7,3.2,2.7,3.1,2.3,1.9,2.3,2,2.1,2.2,2.1,1.9,2.1,1.6,1.3,3.2,2,21,0.29,10.5,0.19,-6.4,0.31,5885,10115,20,0,0
0.8,0.9,1.1,0.2,0.4,0.8,1.3,1.5,2.5,3.9,3.5,3,3.4,3.8,4.2,3.8,3.5,3.4,2.9,2.1,1.7,2,1.9,2,4.2,2.3,16.4,0.55,9.1,0.31,-7.4,0.09,5890,10160,25,0,0
5.1,4.8,4.2,4.7,4.8,4.6,4.5,4.7,5.3,4.7,4.8,4.6,4.6,4.2,3.9,3.4,3.4,3,2.3,2.5,2.9,3,3,3.2,5.3,4,8.6,0.28,2,0.83,-12,0.39,5790,10270,115,0,0
4,3.6,2.9,3,2.8,2.9,3.3,4.1,3.8,3.4,3.4,2.3,5.9,5.7,5.4,5.5,5,4.5,5.2,5.3,5.3,5.7,4.7,4.9,5.9,4.3,14.6,0.9,5,0.66,-9,0.08,5800,10125,-20,0.58,0
2.1,2.1,2,1.4,1.3,1.4,1.7,2.3,2.5,2.3,1.7,0.1,1.6,1.5,0.7,3,3.1,0.7,1.4,1,1.4,1.6,1.4,1.6,3.1,1.7,17.3,0.73,5.9,0.88,-7.3,0.78,5820,10100,25,0.23,0
0.9,0.4,0.8,0.9,0.6,0.7,1.2,1.6,0.8,0.2,1,1.4,2.7,4.1,4.7,4.6,4.2,3.3,2.5,3.2,2.9,3.6,3.3,3,4.7,2.2,?,?,10.1,0.28,-9.3,0.19,5875,10165,10,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,17,0.8,7.7,0.68,-7.9,0.67,5880,10165,-5,0,0
1.9,1.7,1.4,1.3,0.6,0.5,1.7,3.4,3.4,3.3,3.4,3.2,3.4,3.8,3.6,3.4,4.5,4.5,4.1,3,2.2,2,1.6,1.7,4.5,2.6,?,?,?,?,?,?,?,?,?,0,0
1.1,0.6,0.5,0.5,0.1,0.3,0,1,1.3,0.4,0.4,0.7,1.3,1.1,1.5,3.2,4.8,4,3.3,2.7,2.4,1.7,1.2,1.3,4.8,1.5,18.3,0.55,11.2,0.26,-9.8,0.44,5880,10135,5,0,0
1.7,0.9,1,1.3,1.7,1,0.8,1.5,2.8,2.8,2.9,2.3,2.5,2.2,2.5,3.1,3.7,3.8,3.9,3.5,3.4,3,2.3,1.4,3.9,2.3,19.4,0.5,8.9,0.6,-4.3,0.06,5920,10155,-20,0,0
0.4,0.3,0.8,0.8,1.7,1.2,1.2,0.6,1.4,2,2.5,3.2,3.3,1.6,1.4,1.4,1.3,0.5,0.3,0.1,0.2,0.8,0.4,0.4,3.3,1.2,8.4,0.14,1.5,0.12,-13.4,0.09,5795,10260,?,0,0
1.7,2.6,3.3,3.6,4.8,5,4.9,5.2,6.3,5.8,5.9,6.1,6.3,6,5.4,4.6,4.2,2.5,1.7,2.1,1.7,1.6,1.3,1.3,6.3,3.9,9.5,0.58,4.2,0.25,-8.9,0.03,5785,10170,5,0,0
0.2,0,0.2,0.2,0.4,0.3,0.1,0.4,0.6,0.5,1.2,1.3,1,2,2.7,3.3,2.9,2.2,2.1,1.3,1.9,0.1,0.3,0.2,3.3,1.1,19.4,0.77,9.4,0.6,-6.7,0.09,5910,10130,30,0,1
0.4,0.5,0.4,0.4,0.2,0.7,0.8,0.9,2.6,3.2,3.6,3.7,3.3,3.6,2.7,4.1,3.7,3.6,?,?,?,?,?,?,4.1,2.1,11.4,0.57,3.3,0.65,-12.7,0.14,5785,10180,0,0,0
1.2,1.6,1.4,1.7,1.8,1.4,1.7,2.5,2.6,2.8,2.6,2.5,1.8,1.2,1.1,1.9,2,1.7,0.6,0.7,1,0.5,0.3,0.4,2.8,1.5,12.6,0.78,7.2,0.44,-9.3,0.16,5840,10200,65,0,0
1.2,2,1.8,1.5,1.3,0.2,0.5,2.2,3.8,3.3,2.5,3,1.6,2,3.4,3.8,4.1,4.2,4.4,3.3,3.9,2.9,2.1,1.5,4.4,2.5,19.5,0.7,9.2,0.72,-6.1,0.44,5925,10160,-10,0,0
0.9,1.3,2,1.8,1.6,1.9,1.8,2.5,3.2,4.1,3.8,3.9,3.7,4.2,4.3,4,3.4,3,3.2,2,1.8,1.6,0.8,0.7,4.3,2.6,8.6,0.11,1.05,0.47,-14.9,0.25,5705,10165,125,0,0
0.6,0.2,0.8,0.5,0.8,0.8,0.8,0.6,1.1,1.8,2,1.6,1.7,2,1.7,2.8,3.1,2.8,2,1.5,2,1.6,1.4,1.1,3.1,1.5,6.5,0.09,1.9,0.84,-14.1,0.75,5745,10220,-30,0,0
1.4,1.3,0.8,0.5,1.2,1.3,1.4,2.3,3.1,3.4,3.5,3.2,4.2,4.2,4.9,4.8,4.8,4.7,4.2,3.5,3.2,3.5,3.5,2.5,4.9,3,18.1,0.49,9.8,0.46,-7.6,0.15,5865,10120,15,0,0
0.4,0.7,0.6,0.6,0.6,0.3,0.4,1.1,1.2,1.3,0.9,0.9,0.8,0.9,1.3,1.4,1.9,1.9,0.9,0.3,0.4,0.1,0,0.2,1.9,0.8,13.5,0.69,9.2,0.02,-9,0.05,5845,10135,-5,0,0
4.1,3,2.6,2.1,2.6,2.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.1,2.8,12.1,0.82,3.9,0.57,-12.6,0.63,5740,10110,-75,1.85,0
0.5,0.2,0.4,0.6,0.7,0.4,0.8,0.7,1.2,0.5,0.8,1.5,1.1,1.8,1.9,1.8,0.9,0.7,0.4,0.4,0.2,0.1,0.2,0,1.9,0.7,10.2,0.06,3.1,0.07,-13.5,0.05,5805,10240,-5,0,0
3.5,3.1,2.9,3,2.6,2.1,1.4,1.4,2,2,2.3,2.7,2.8,3.4,3.3,3.6,3.9,3,3.2,4,4.2,3.5,3.3,3.9,4.2,3,9.4,0.58,1,0.58,-17.5,0.58,5660,10110,-35,0.25,0
3.5,4.2,5,5,5.5,5.9,6.1,5.5,6.2,6.5,6.6,6,6.5,5.9,5,5.3,5.5,4.9,4.2,3.2,3.5,3.3,2.9,2.1,6.6,4.9,5.8,0.49,-0.25,0.22,-14.6,0.08,5730,10205,0,0,0
5.5,2.9,2.9,1,0.9,1.2,1.9,2.2,3,1.3,1.4,0.9,0.3,0.3,0.8,0.6,2,3.5,2.1,1.4,1.5,1.7,2.1,2.1,5.5,1.8,16.4,0.92,7.7,0.7,-10.5,0.52,5865,10160,-25,0.23,0
4,3.5,2.1,2.9,4,6.2,7.4,6.8,8.4,8.5,7.7,8,7.4,7.2,6.3,7.1,6.1,4.8,5,3.2,2.3,1.8,1.5,1.3,8.5,5.2,9.3,0.86,0.35,0.91,-13.7,0.48,5665,10080,-95,0.13,0
0.3,0.6,0.6,0.5,0.2,0.5,0.7,0.7,0.1,0.8,1.1,1.9,3,3,3.5,3.8,4.8,5.1,4.8,5.5,5,4.4,4.2,4.3,5.5,2.5,14.1,0.08,4.4,0.27,-13.4,0.23,5815,10210,-20,0,0
2.3,1.7,1.7,3,2.4,2.1,2.3,3,3.8,4.8,5.9,5.5,6.3,6,5.3,5.6,5,5,4.5,3.9,3.9,3.9,3.9,4.1,6.3,4,15.6,0.15,8.9,0.12,-11.1,0.3,5800,10115,-20,0,0
0.6,0.6,0.3,0.2,0.4,0.3,0.5,0.8,0.6,0.5,0.6,1.1,1.7,1.3,1.4,1.7,2.3,3.5,2.7,2.2,2,1.4,0.8,1,3.5,1.2,12.7,0.88,7.8,0.13,-11.7,0.04,5835,10175,25,0,0
2.6,2.7,1.9,1.8,1.6,1.5,1.8,2.9,2.9,3.3,2.7,3.1,3.9,3.8,3.4,3.5,3.4,3.4,2.6,2.5,2.4,2.5,1.8,1.7,3.9,2.7,17.6,0.66,8.5,0.37,-6.5,0.19,5890,10145,15,0,0
0.4,0.4,0.8,0.9,1.1,1.4,1.6,2,2.6,3,2.3,1.8,2.2,2,2.6,1.8,1.8,1,1.3,1.3,1,0.4,0.2,0.2,3,1.4,10.7,0.47,6.9,0.02,-10.3,0.02,5915,10290,25,0,0
2.5,1.7,0.8,1.1,1.1,0.9,1.3,1.8,1.7,1.3,1.1,1.7,0.8,0.8,0.6,2.2,2.3,2,1.2,1,1.3,2.1,4.3,2.9,4.3,1.6,10.4,0.91,2.5,?,-12.6,?,5700,10100,-65,1.04,0
1.1,1.7,2.2,2.8,2.5,3.7,3.4,3,2,2.9,4.5,2.6,2.9,4.7,4.3,4.2,4.6,4.5,2.5,2.1,2.4,2.3,2.1,2.5,4.7,3,17.4,0.84,8.4,0.85,-7.6,0.53,5845,10085,-5,0.18,0
1,0.8,0.8,0.7,0.3,1,1.3,1.6,3.3,4.8,4.2,4.8,4,4.3,3.8,3.5,3.4,2.3,1.6,1.8,1.3,1,1,1.1,4.8,2.2,15.4,0.84,8.9,0.6,-5.4,0.32,5855,10120,-25,0,0
0.2,0.1,0,0.4,0.8,1.6,1.8,1.7,2.2,2.7,1.1,2.5,?,?,?,?,?,?,?,?,?,?,?,?,2.7,1.3,?,?,?,?,?,?,?,?,?,2.46,0
3.4,3.5,3.8,3.2,3.1,4,3.4,2.9,2.6,2.1,1.1,0.5,1.2,1.8,1.6,1.9,2.5,1.7,1.9,1.5,0.9,2,1.8,1,4,2.2,7.6,0.3,-0.9,0.28,-17.5,0.32,5645,10145,55,0,0
0.7,0.4,0.2,0.5,0.9,1.4,0.7,1.8,3,2.8,2.5,2,3.9,1.4,1.7,1.5,1.2,0.6,1,1.5,2.2,2,2.4,2,3.9,1.6,18.7,0.69,9.4,0.55,-6,0.35,5925,10155,5,1.98,0
1.7,2.6,1.6,1,1.7,2.1,3.2,3.1,2.5,?,?,2.5,1.1,0.9,1.4,2,1.7,2.5,4.3,2.9,2.5,2.4,1.9,1.9,4.3,2.2,22.1,0.36,10.2,0.5,-6.8,0.18,5910,10135,-15,0,1
1.7,1.9,1.6,0.8,1,0.8,0.5,2.4,3.4,2.7,2.8,2,1.7,1.9,1.8,2.4,2.2,2.6,3.4,3,2.1,1.5,0.8,0.7,3.4,1.9,20.5,0.36,10.4,0.41,-9.6,0.36,5880,10135,-10,0,0
3.3,2.2,2.4,2.6,2.5,1.8,1.3,1.1,2.6,6.5,6.1,6.7,7.6,6.8,6.7,6.8,5.8,6,4.9,4.3,4.5,3.9,3.4,3.4,7.6,4.3,13.1,0.95,4.1,0.73,-10.6,0.19,5805,10170,0,0.41,0
1.2,0.9,0.8,1.7,1.3,1.6,2,2.6,2.7,2.8,1.7,1.5,1.3,1.7,2.2,2.1,2.4,2.4,2.4,1.8,1.7,0.9,0.1,0.8,2.8,1.7,13.7,0.77,6,0.42,-10.2,0.04,5850,10170,20,0,0
0.4,0.6,0.5,1,1.3,1.3,1.4,2,2.3,2.1,3,3.3,4.2,4.4,1.8,0.9,2.5,1.2,0.9,2.3,2.2,1.9,1.8,1.6,4.4,1.9,15.2,0.79,6.8,0.38,-10.1,0.36,5870,10185,-10,0.05,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,19.6,0.78,8.4,0.83,-6.4,0.25,5895,10135,-10,0,0
3.7,4,3.8,3.4,2.8,2.6,2.4,2.9,3.5,3.2,3.5,4.3,4.6,4.2,4.6,4.2,3.5,4.7,4.8,4.6,4.4,3.1,2.5,3,4.8,3.7,13.3,0.86,3.9,0.88,-11.6,0.66,5880,10265,-10,0,0
1.8,1.6,0.9,1.1,1.9,1.3,1.5,3.1,3,3.7,4,3.7,3.2,3,3.2,3.4,3,0.3,5.4,4.3,1.1,1,1.2,0.8,5.4,2.4,20.1,0.26,11,0.23,-8.2,0.23,5860,10105,5,0.05,0
2,1.5,0.7,1,0.9,1.1,1.2,1.9,2.6,2.4,1.7,2,2.2,2,2.5,3,2.2,1.2,0.9,0.7,1,0.4,0.7,1.2,3,1.5,15.6,0.47,7.7,0.29,-7.7,0.48,5855,10145,0,0,0
1,0.6,0.8,?,?,?,?,0.7,1.2,1.5,1.3,0.5,2.4,3.5,3.5,3.1,3,3,2.4,2.6,2.2,2,1.5,1.1,3.5,1.9,19.6,0.58,10.4,0.5,-4.2,0.03,5890,10100,-5,0,0
4.2,2.4,2.1,1.7,2.8,1.5,0.5,1.6,2.6,2.8,2.6,1.9,2.5,3,2.8,3.4,3.6,3,2.2,2.5,2.4,1.9,0.8,0.2,4.2,2.3,10.6,0.78,2.7,0.58,-16.2,0.7,5720,10135,-20,0.43,0
0.4,0.4,0.3,0.5,0.5,0.8,0.8,1.1,1.3,1.4,1.3,2,2.6,2.5,1.8,2.6,1.9,1.8,1.3,2,1.7,1.1,0.8,0.2,2.6,1.3,13.3,0.33,6.9,0.05,-7.6,0.02,5845,10165,-10,0,0
1.8,1.4,2.1,1.5,0.7,0.8,1,0.8,0.9,1.1,1.2,2.5,3,3.8,3.5,2.7,3.7,4,3.3,2.8,3.2,3.8,3.9,3.8,4,2.4,11.5,0.54,7.9,0.03,-9.7,0.02,5850,10200,60,0,0
0.4,0.4,0.5,0.3,0.7,0.6,1,1.5,1.2,2.1,3,3.2,3.2,2.5,3.5,3,3.1,1.9,1.7,1.6,1.8,1.7,1.7,1.8,3.5,1.8,3.1,0.14,1.2,0.02,-13.8,0.05,5755,10280,-15,0,0
2.5,2.4,2.1,2.3,2.2,2,1.6,2.6,3.6,4.5,5.3,5.5,5.7,5.7,5.1,4.7,4.8,4.2,3.3,1.9,1.1,0.6,0.7,0.3,5.7,3.1,-0.05,0.68,-8.3,0.63,-24.8,0.26,5545,10180,-10,0,0
1.6,1.7,1.2,1,1.5,1.1,1,1.8,2.9,2.7,2.8,2.8,2.7,3.2,3.2,2,1.7,1.5,2.5,3,2.3,2,1.2,1.3,3.2,2,6,0.56,0.5,0.51,-16.2,0.18,5710,10220,30,0,0
0.4,0.8,0.3,0.4,0.3,0.3,0,0.5,0.6,0.8,3.2,3.9,4,4.1,4.3,3.5,4.1,3.4,1.3,3,2.2,1.5,1.3,1.3,4.3,1.9,4.2,0.37,-6.6,0.69,-18.8,0.09,5680,10250,40,0,0
2.3,2.2,2.5,2.7,3.4,4.4,5.8,4.6,3.8,3,3,3.7,1.9,2.1,4.3,?,?,?,?,?,?,?,?,?,5.8,3.3,15.7,0.83,7.7,0.55,-10,0.55,5835,10130,-35,2.31,0
0.5,1.1,1.3,1.7,1.7,1.4,1.8,2.3,3,3.6,3.8,3.8,3.7,3.5,3.7,3.8,3.8,3.6,2.3,1.6,2.1,2.2,1.9,1.6,3.8,2.5,14.6,0.79,5.5,0.76,-9.4,0.49,5820,10140,0,0,0
0.3,0.4,0.7,0.4,0.7,0.6,0.4,0.7,1.4,1.2,2,1.9,1.6,1.8,1.7,1.4,2.1,1.8,2.1,1.5,0.9,0.6,0.4,0.1,2.1,1.1,12.6,0.89,2.3,0.92,-12.7,0.33,5825,10200,15,0,0
2.7,2,2.6,2.9,3.3,4.4,3.6,3.2,3.8,3.6,3,3,2.1,1.9,0.9,1.5,2.1,2,1.4,1.4,2.1,1.5,1.1,1,4.4,2.4,11,0.25,3,0.22,-15,0.28,5730,10150,-15,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8.3,0.64,-0.55,0.96,-15.4,0.58,5745,10230,-15,1.91,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12.4,0.51,6.2,0.04,-9.2,0.04,5820,10165,70,0,0
1,1,1.1,0.1,0.4,0.4,0.4,0.9,1.8,2.2,3,2.2,2.1,2.5,2.6,3.4,3.3,2.5,1.8,1.3,1.2,1,0.3,0.4,3.4,1.5,5.1,0.22,0.55,0.04,-16.2,0.05,5770,10305,35,0,0
2.4,1.6,0.8,1,1.2,1.5,1.5,1.1,0.9,0.4,0.6,1.1,1.2,1.2,1.1,4,4.3,4.1,3.5,2.4,1.5,1,1.1,1.2,4.3,1.7,16.8,0.89,10.4,0.47,-6.1,0.66,5865,10105,-10,0.81,0
1.6,0.7,0.7,1.2,1.3,1.4,1.7,1.7,2,2.6,4,5,5,6,6.1,6.1,5.3,5.1,4.1,4,3.4,4.4,5,4.2,6.1,3.4,8.9,0.88,2.2,0.32,-14.8,0.45,5770,10210,-35,0,0
2.5,2.4,3,3,2.5,2,2.3,3.1,3.8,4.9,5.3,3.9,3.1,5.6,5.8,5.9,4.7,4.6,4.1,3.7,3.2,2.5,2.4,3.4,5.9,3.7,17.2,0.8,9.3,0.62,-9.7,0.33,5830,10095,5,0.03,0
0.8,1.8,0.6,1,0.9,0.6,0.6,1.1,1.7,1.6,0.9,1.2,1,3.3,1.8,2.5,1.3,0.5,0.8,2.2,2.6,1.1,0.6,0.8,3.3,1.3,15.1,0.64,6.4,0.53,-9.6,0.61,5835,10145,-10,0.1,0
6.9,6.8,6.9,6.1,6.3,4.5,3.9,4.6,4.2,5.1,5.2,5.4,5.5,6.1,5.8,6,4.8,4,1.9,1.3,1.2,0.6,0.1,0.2,6.9,4.3,?,?,?,?,?,?,?,?,?,0,0
1.4,1.2,1.2,2.1,1.5,2,1.7,1.4,2,1.9,2.1,2.9,3.4,3.8,3.8,3.8,4.2,4.2,3.9,3.6,3.2,3,2.5,3,4.2,2.7,10.3,0.64,0.9,0.24,-16.1,0.06,5720,10150,-5,0,0
0.3,0.8,0.6,0.4,0.6,1,1.1,1.6,1.3,2.1,1.1,0.7,2,2.5,0.6,0.7,1,1.7,1.4,1,1,0.5,1.4,1.4,2.5,1.1,16.4,0.75,6.1,0.79,-9.4,0.83,5835,10140,-15,1.35,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,18.8,0.58,9.5,0.12,-4.7,0.17,5870,10105,-5,0,0
2,2.5,2.9,2.9,2.7,2.6,2.5,2.6,3.5,3.4,4.2,4.3,4.2,4.2,4,3.9,3.1,2.6,2.2,2.4,2,1.8,2.1,1.8,4.3,2.9,13.1,0.09,4.9,0.55,-7.4,0.15,5885,10275,60,0,0
4.9,4.2,4.1,4,4,3.8,4.1,4.6,4.2,3.8,2.7,3,3,2.1,2.5,2.3,1.9,1.9,1.5,1.7,1.5,1.1,1.3,0.9,4.9,2.9,8.8,0.17,1.9,0.13,-12.9,0.07,5800,10260,?,0,0
1.9,2.6,2.8,3.6,3.7,3.5,3.1,3.9,4.1,4.1,3.8,3.7,3.7,3.3,3.8,4,3.9,3.3,3.1,3.3,3,3.6,3.4,3,4.1,3.4,6.6,0.18,2.2,0.97,-11.9,0.95,5785,10260,10,1.22,0
1.8,1.3,1.3,2.1,2.4,2.6,2.2,2.9,3,3.8,4.5,4.9,5.3,5.1,4.2,4.1,2.4,3.1,4.6,5.5,4.7,3.9,4,3.5,5.5,3.5,9.3,0.5,1.9,0.23,-11.6,0.14,5715,10150,45,0.74,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11.3,0.58,2,0.4,-16.5,0.52,5670,10105,-5,0,0
0.5,1.6,0.8,0.8,1.9,2.2,3,3.2,3.2,3.3,3.2,2.3,1.6,1.7,2,2.5,2.7,2.7,3,1.9,1.4,1.9,2.3,2.3,3.3,2.2,19.4,0.93,9.1,0.6,-4.7,0.23,5905,10110,-10,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7.7,0.09,5.1,0.02,-10.2,0.13,5825,10270,-5,0,0
1,0.9,0.8,1,0.7,0.7,0.5,0.4,0.8,2.5,3.4,2.1,2.4,4,4.2,4.7,4.3,4.4,2.9,2.7,2.5,2.3,1.6,1.1,4.7,2.2,15,0.63,9.9,0.03,-5.8,0.04,5865,10130,-15,0,0
1.1,0.5,0.8,1.4,0.5,0.7,1,0.8,1.9,2.4,2.2,1.7,0.8,1.1,3.7,2.8,3,2.1,2.1,2.6,2.7,1.9,1.9,1.5,3.7,1.7,13.4,0.82,6,0.5,-10,0.46,5825,10155,-20,0.23,0
1.3,0.6,0.9,0.4,0,0.2,0.4,0.6,2.4,3.1,3.4,3.2,3.4,2.7,2.7,3.3,3.6,2.9,2.2,1.8,1.7,1.5,0.8,0.9,3.6,1.8,8.2,0.05,3,0.02,-13.4,0.02,5785,10260,90,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,17.3,0.57,11,0.07,-5.6,0.11,5895,10150,0,0,0
0.3,0.2,0.1,0.5,0.4,0.7,0.8,1.9,3.2,3.1,3.1,2.8,2.9,2.7,3,3.1,3.2,3.6,2.6,2.5,2.1,1.8,1.5,1.5,3.6,2,3.3,0.1,-0.6,0.1,-15,0.13,5785,10315,-10,0,0
1.2,1,0.3,0.2,0.4,0.6,0.9,1.5,2.5,2.7,2.6,2.5,2.4,2.7,3.3,3.2,3.4,3.2,2.4,1.7,1.2,0.8,0.2,0.3,3.4,1.7,13.4,0.67,9.7,0.09,-8.2,0.1,5875,10170,20,0,0
1.1,1,1.1,0.5,1,0.8,1.3,1.3,2.1,2.8,3.1,3.1,3.4,3.9,4.4,4,4.6,4,3.5,2.5,2.1,1.3,1.1,1,4.6,2.3,15.6,0.55,11,0.08,-5.4,0.03,5890,10140,10,0,0
0.8,0.4,0.6,0.9,1.6,1.9,2.4,2.5,2.7,2.5,2.3,2.7,3.3,2.7,0.8,0.8,1.5,1.7,1.9,2.1,2.6,1.7,1.8,2.1,3.3,1.9,13.4,0.9,5.3,0.85,-10.5,0.75,5840,10175,20,1.47,0
0.1,0.3,0.4,0.2,0.5,0.4,0.6,0.3,1.3,0.7,1.1,1.5,1.5,0.8,2.3,0.8,1.3,1.3,0.9,2.7,2.2,1.3,1.2,0.5,2.7,1,2.4,0.53,0.55,0.09,-15,0.08,5695,10185,5,0,0
1.4,0.8,1.1,0.8,0.6,1.4,1.3,1,1.1,0.8,0.6,0.4,2,1.3,2.2,2.4,2.6,2.3,1.1,0.7,0.2,0.5,0.5,0.4,2.6,1.2,4.7,0.43,-0.75,0.57,-14.9,0.46,5715,10250,-30,0.03,0
3.1,3.3,2.7,2.4,2.2,2.2,2,2.7,2.8,3,3.8,4.2,4.6,5.1,5.2,5.2,4.7,3.9,4,3.5,3,3,3.9,3.2,5.2,3.5,11.7,0.8,7.5,0.31,-10,0.06,5855,10210,-25,0,0
1.3,0.9,0.8,0.5,1.6,1.5,1.7,1.5,1.8,1.6,2.1,1.9,1.7,2.8,3,3.7,3.4,3.5,3.2,2.8,2.1,2.2,1.2,0.9,3.7,2,19.4,0.58,12.1,0.19,-8.2,0.16,5890,10120,40,0.18,0
2,1.8,1.8,1,1.1,1.7,1.4,1.4,1.1,1.7,1.3,1.8,1.6,3.1,3.4,2.1,2.6,1.9,1.7,1.9,2.5,2.2,2.1,3.5,3.5,2,10.5,0.66,5.2,0.12,-9.9,0.28,5815,10185,-40,0,0
2.4,2.7,0.5,0.3,1.1,1.7,2.6,3,3.2,3.6,3.3,2.4,1.9,1.6,1.2,2,2.6,2.8,2.5,1.7,1.4,1.8,1.7,1.8,3.6,2.1,20.7,0.34,8,0.39,-13.1,0.42,5810,10100,5,0.13,0
0.4,0.9,0.5,0.1,0.2,0.2,0.4,1.2,1.7,1.6,1.7,1.3,2,1.7,0.8,0.2,1.4,1.3,2.1,2.3,2.1,1.7,1.4,1,2.3,1.2,18.5,0.49,8.7,0.41,-7.5,0.63,5925,10190,-10,0,0
1.1,0.8,0.7,1.1,1.6,2.1,2,3.2,3.7,3.3,2.9,2.2,2,1.3,1,0.6,0.4,1.6,1.9,2.5,1.7,2,1.5,1.7,3.7,1.8,22.6,0.41,10.4,0.58,-6.2,0.08,5915,10130,-15,0,0
0.8,0.2,1.6,1.6,0.9,1.3,1,1,2.1,2.6,1.6,2.4,2.8,3.5,3.3,2.4,3.4,2.9,2.8,2.3,2.5,1.5,1,1.6,3.5,2,12.1,0.09,2,0.45,-14.8,0.65,5740,10155,?,0,0
0.5,0.6,1.1,1.7,0.7,0.6,0.6,1.9,2.9,2.8,2.2,1.7,1.8,1.4,1.5,1.9,1.6,1.1,0.6,0.3,0.3,0.4,0.1,0.1,2.9,1.2,14.9,0.43,10.9,0.11,-6.9,0.11,5890,10185,10,0,0
0.6,1,0.9,1.2,1.2,1.7,1.4,1.8,1.9,2.3,2,2.4,2.1,1.8,2.1,1.6,1.7,1.7,0.7,0.2,0.2,0.2,0.2,0.4,2.4,1.3,5.5,0.3,1.2,0.17,-13.8,0.08,5725,10230,15,0,0
3.9,3.2,3.5,3.9,3.7,3.5,3.2,4.1,4.2,4.6,4.4,4.5,4.6,5.1,4.6,4.8,4.3,4.1,4.2,3.6,3,2.8,2.5,2.5,5.1,3.9,17.8,0.64,11.6,0.22,-8.7,0.05,5855,10115,15,0,0
2.4,2.1,1.3,1.7,2.2,2.4,1.8,1.9,2.1,2.2,2.3,3,3.1,2.9,3.4,3,2.8,3.2,2.9,3.2,3.1,3.4,3.2,1,3.4,2.5,6.8,?,-0.45,?,-15.6,?,5645,10120,-20,1.02,0
0.4,0.5,0.2,0.2,0.4,0.2,0,0.7,1.5,0.6,1.1,0.6,0.9,0.7,0.9,0.5,0.8,3.1,3.2,2.6,2,1.8,2.1,1.8,3.2,1.1,12.7,0.27,5.5,0.22,-16,0.45,5785,10170,45,0,1
0.7,0.2,0.2,0.3,0.1,0.1,0.2,0.6,1.6,2.8,3,2.9,3.2,3.5,4.1,3.2,3.4,2.5,1.8,2,2,2,1.7,1.6,4.1,1.8,18.6,0.24,9.9,0.1,-8.9,0.17,5860,10120,0,0,0
0.3,0.4,0.5,0.5,0.4,0.4,0.2,0.4,0.6,1.7,2.7,3.3,3.3,3.9,4.2,3.4,3.3,1.3,0.7,0.6,0.7,0.8,1.3,0.9,4.2,1.5,4.9,0.5,-1.3,0.03,-19.8,0.39,5695,10245,-25,0,0
3.7,3.9,3.8,4.5,4.7,4.6,4,3.1,3.4,2.9,2.9,3,3.7,4,3.9,3.7,3.3,3.4,3.4,3.2,2.6,2.6,4.8,4.5,4.8,3.6,12.3,0.84,3.4,0.73,-12.7,0.19,5770,10135,-45,0.71,0
4.6,3.8,2.8,2.3,1.7,1.6,1.2,1.7,2.4,2,0.9,0.8,1.4,3,2.1,3.4,3,3.3,1.7,1.8,1.6,2,2.2,2.7,4.6,2.3,8.4,0.65,2.6,0.26,-15.7,0.28,5750,10245,105,0,0
0.8,1,0.8,0.8,2.8,1.1,1.7,4.2,5.7,5.1,4.1,4.6,4.2,4.7,4.3,4.8,4.2,4.1,2.7,2.5,2.3,1.9,1.7,1.6,5.7,3,6.7,0.9,-0.55,0.54,-18.6,0.59,5650,10140,20,0.15,0
