Age,Community_Building,Community_Membership_Family,Community_Membership_Hobbies,Community_Membership_None,Community_Membership_Other,Community_Membership_Political,Community_Membership_Professional,Community_Membership_Religious,Community_Membership_Support,Country,Disability_Cognitive,Disability_Hearing,Disability_Motor,Disability_Not_Impaired,Disability_Not_Say,Disability_Vision,Education_Attainment,Falsification_of_Information,Gender,Household_Income,How_You_Heard_About_Survey_Banner,How_You_Heard_About_Survey_Friend,How_You_Heard_About_Survey_Mailing_List,How_You_Heard_About_Survey_Others,How_You_Heard_About_Survey_Printed_Media,How_You_Heard_About_Survey_Remebered,How_You_Heard_About_Survey_Search_Engine,How_You_Heard_About_Survey_Usenet_News,How_You_Heard_About_Survey_WWW_Page,Major_Geographical_Location,Major_Occupation,Marital_Status,Most_Import_Issue_Facing_the_Internet,Opinions_on_Censorship,Primary_Computing_Platform,Primary_Language,Primary_Place_of_WWW_Access,Race,Not_Purchasing_Bad_experience,Not_Purchasing_Bad_press,Not_Purchasing_Cant_find,Not_Purchasing_Company_policy,Not_Purchasing_Easier_locally,Not_Purchasing_Enough_info,Not_Purchasing_Judge_quality,Not_Purchasing_Never_tried,Not_Purchasing_No_credit,Not_Purchasing_Not_applicable,Not_Purchasing_Not_option,Not_Purchasing_Other,Not_Purchasing_Prefer_people,Not_Purchasing_Privacy,Not_Purchasing_Receipt,Not_Purchasing_Security,Not_Purchasing_Too_complicated,Not_Purchasing_Uncomfortable,Not_Purchasing_Unfamiliar_vendor,Registered_to_Vote,Sexual_Preference,Web_Ordering,Web_Page_Creation,Who_Pays_for_Access_Dont_Know,Who_Pays_for_Access_Other,Who_Pays_for_Access_Parents,Who_Pays_for_Access_School,Who_Pays_for_Access_Self,Who_Pays_for_Access_Work,Willingness_to_Pay_Fees,Years_on_Internet,label
23,Dont_Know,0,0,1,0,0,0,0,0,New_York,0,0,0,1,0,0,College,Never,Male,$20-29,0,0,0,0,0,0,1,0,0,USA,Professional,Single,Taxes,1,Win95,English,Primarily_work,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,Heterosexual,No,No,0,0,0,0,0,1,Cost_too_high,1-3_yr,0
18,Equally,0,1,0,0,0,0,0,0,Australia,0,0,0,1,0,0,Some_College,Under_25,Female,Under_$10,0,0,0,0,0,0,0,0,1,Oceania,Education,Single,Navigation,1,Win95,English,Primarily_work,Not_Say,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,1,1,0,Already_paying,6-12_mo,13
5,Dont_Know,0,0,1,0,0,0,0,0,Michigan,1,0,0,0,0,0,Special,Under_25,Male,$50-74,1,0,0,0,0,0,0,0,0,USA,Other,Other,Dont_Know,1,,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,Under_6_mo,39
27,More,0,1,0,1,0,0,0,0,Illinois,0,0,0,1,0,0,Special,Under_25,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Management,Single,Privacy,4,,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,No,Heterosexual,Yes,Yes,0,0,0,0,1,0,Already_paying,6-12_mo,27
26,Dont_Know,0,1,0,1,0,0,0,1,Colorado,0,0,0,1,0,0,High_School,Not_Say,Male,Not_Say,0,0,0,0,0,0,0,0,1,USA,Computer,Single,Censorship,3,,English,Home,Not_Say,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,No,Heterosexual,Yes,Yes,0,0,0,0,1,0,Already_paying,6-12_mo,34
21,Dont_Know,0,0,1,0,0,0,0,0,Germany,0,0,0,1,0,0,College,Under_25,Male,$20-29,0,0,0,0,0,0,1,0,1,Europe,Education,Single,Navigation,4,NT,German,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,1,0,1,Other_sources,1-3_yr,13
36,More,0,1,0,0,0,0,0,0,Pennsylvania,0,0,0,1,0,0,High_School,Never,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Other,Married,Censorship,2,,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Bisexual,Yes,Yes,0,0,0,0,1,0,Already_paying,6-12_mo,34
50,More,0,0,1,0,0,0,0,0,Florida,0,0,0,1,0,0,Some_College,Never,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Privacy,1,Win95,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,1-3_yr,34
55,Equally,0,1,0,0,1,1,1,0,California,0,0,1,0,0,0,Masters,Never,Male,$75-99,0,0,0,0,0,0,0,0,1,USA,Management,Married,Censorship,1,Win95,English,Primarily_home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Already_paying,4-6_yr,27
32,More,0,1,0,0,0,0,0,0,Virginia,0,0,0,1,0,0,College,Never,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Professional,Single,Privacy,1,,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,6-12_mo,34
17,More,0,1,0,1,0,0,1,0,Maryland,0,0,0,1,0,0,Other,26-50,Male,$75-99,1,0,0,1,0,0,0,0,0,USA,Education,Single,Dont_Know,1,NT,English,Primarily_home,White,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,Yes,Heterosexual,No,Yes,0,0,1,1,0,0,Other_sources,4-6_yr,24
47,Dont_Know,0,0,1,0,0,0,0,0,British_Columbia,0,0,0,1,0,0,College,Never,Male,$75-99,0,0,1,0,0,0,0,0,0,Canada,Computer,Other,Other,1,Win95,English,Primarily_work,White,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Other_sources,1-3_yr,21
Not_Say,Equally,1,1,0,0,0,0,0,0,Washington,0,0,0,1,0,0,Some_College,Never,Female,Not_Say,1,0,0,0,0,0,0,0,0,USA,Other,Single,Privacy,3,,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Dont_trust,1-3_yr,19
24,Equally,0,1,0,0,0,1,0,0,Pennsylvania,0,0,0,1,0,0,Masters,Never,Female,$20-29,0,0,0,0,0,0,0,0,1,USA,Education,Single,Privacy,1,Win95,English,Home,White,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,1,0,0,0,Other_sources,1-3_yr,34
25,More,0,1,0,0,0,1,0,0,California,0,0,0,1,0,0,Masters,26-50,Male,$50-74,0,1,0,0,0,0,0,0,0,USA,Computer,Single,Privacy,1,Unix,English,Primarily_work,Asian,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Cost_too_high,Over_7_yr,37
25,More,1,0,0,0,0,1,0,0,Indiana,0,0,0,1,0,0,Masters,Never,Female,$20-29,0,0,0,0,0,0,0,0,1,USA,Education,Married,Censorship,2,Win95,English,Primarily_work,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,1,0,0,Other_sources,4-6_yr,13
48,Equally,0,1,0,1,0,1,0,0,Vermont,0,0,0,1,0,0,High_School,Never,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Other,Married,Taxes,2,Win95,English,Home,White,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Payment_mechanism,1-3_yr,42
42,More,0,1,0,1,0,1,0,0,California,0,0,0,1,0,0,College,Never,Female,$40-49,0,0,0,0,0,0,0,0,1,USA,Education,Married,Censorship,1,Win95,English,Home,Indigenous,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Already_paying,1-3_yr,23
54,Dont_Know,0,0,1,0,0,0,0,0,Arizona,0,0,0,1,0,0,College,Never,Female,Over_$100,0,0,0,0,0,0,1,0,0,USA,Other,Married,Navigation,1,Macintosh,English,Primarily_home,White,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,Yes,Heterosexual,Yes,No,0,0,0,1,1,0,Other_sources,6-12_mo,20
35,More,1,0,0,0,0,1,0,0,California,0,0,0,1,0,0,Some_College,Never,Male,$75-99,0,0,0,0,0,0,0,0,1,USA,Professional,Other,Censorship,1,Macintosh,English,Work,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Gay_male,No,No,0,0,0,0,0,1,Cost_too_high,Under_6_mo,34
25,Equally,1,0,0,0,0,1,0,0,New_York,0,0,0,1,0,0,Professional,51-75,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Professional,Single,Encryption,2,Win95,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No,Heterosexual,No,Yes,0,0,0,0,1,0,Other_sources,1-3_yr,14
52,More,0,0,0,0,0,0,0,1,Washington,0,0,0,1,0,0,Some_College,26-50,Male,Over_$100,0,0,0,1,0,0,0,0,1,USA,Management,Married,Privacy,1,Win95,English,Primarily_work,White,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,0,1,Other_sources,1-3_yr,34
39,More,0,0,0,0,0,1,0,0,California,0,1,1,0,0,0,Special,Never,Male,$10-19,0,0,0,0,0,0,0,0,1,USA,Professional,Single,Censorship,1,Win95,English,Primarily_home,White,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,1-3_yr,14
24,Equally,0,1,0,1,0,0,0,0,New_York,0,0,0,1,0,0,Some_College,Under_25,Female,$30-39,0,0,0,0,0,0,0,0,1,USA,Management,Married,Encryption,1,Win95,English,Home,White,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,No,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,1-3_yr,27
19,Dont_Know,0,0,1,0,0,0,0,0,Massachusetts,0,0,0,1,0,0,High_School,Never,Male,Over_$100,0,0,0,0,0,0,1,0,0,USA,Education,Single,Censorship,1,Win95,English,Home,White,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,No,Heterosexual,No,No,0,0,0,1,0,0,Already_paying,1-3_yr,13
37,More,0,1,0,0,0,0,0,0,Switzerland,0,0,0,1,0,0,High_School,Under_25,Male,$50-74,0,0,0,0,0,0,0,0,1,Europe,Management,Divorced,Taxes,4,Macintosh,German,Primarily_work,White,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1,Already_paying,1-3_yr,27
Not_Say,Dont_Know,0,0,0,0,1,1,1,0,California,0,0,0,1,0,0,College,Never,Female,$20-29,0,0,1,0,0,0,0,0,0,USA,Professional,Divorced,Taxes,1,Windows,English,Primarily_home,White,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Poor_quality,Over_7_yr,45
55,More,0,1,0,0,1,1,0,0,Australia,0,0,0,1,0,0,College,Never,Male,Over_$100,0,0,0,0,0,0,0,1,0,Oceania,Professional,Married,Censorship,1,Win95,English,Primarily_home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Poor_quality,1-3_yr,14
16,Dont_Know,0,0,1,0,0,0,0,0,Arkansas,0,0,0,1,0,0,Grammar,Under_25,Male,Not_Say,0,0,0,0,0,0,0,0,1,USA,Other,Single,Dont_Know,1,Win95,English,Home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Not_Applicable,Heterosexual,No,No,0,0,1,0,0,0,Already_paying,1-3_yr,32
Not_Say,More,1,0,0,0,0,0,0,0,South_Carolina,0,0,0,1,0,0,College,NA,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Privacy,1,,English,Home,White,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Other_sources,6-12_mo,34
26,More,0,0,0,0,0,1,0,0,India,0,0,0,1,0,0,Masters,Never,Male,$20-29,0,0,0,0,0,0,0,0,1,Asia,Professional,Married,Language,1,Win95,English,Primarily_work,Asian,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes,Heterosexual,Yes,No,0,0,0,1,0,1,Payment_mechanism,1-3_yr,28
71,Equally,0,1,0,0,0,0,0,0,New_Jersey,0,0,0,1,0,0,Masters,Never,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Other,Married,Dont_Know,1,,English,Home,White,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,Yes,Heterosexual,No,No,0,1,0,0,0,0,Already_paying,6-12_mo,39
28,Equally,0,1,0,0,0,0,0,0,Ontario,0,0,0,0,0,1,Masters,Never,Male,$20-29,0,0,0,0,0,0,0,0,1,Canada,Management,Other,Navigation,4,Win95,English,Home,White,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,1-3_yr,27
30,Equally,1,1,0,1,0,0,0,0,Rhode_Island,0,0,0,1,0,0,High_School,Never,Male,$30-39,0,0,0,0,0,0,0,1,0,USA,Other,Married,Other,1,,English,Home,White,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,6-12_mo,34
30,Dont_Know,0,1,0,0,0,0,0,0,Ohio,0,0,0,1,0,0,High_School,NA,Male,$10-19,0,0,0,0,0,0,0,0,1,USA,Other,Married,Privacy,1,,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,Not_Say,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,Under_6_mo,42
27,Equally,0,1,0,0,0,1,0,0,North_Carolina,0,0,0,1,0,0,Some_College,Under_25,Male,$30-39,0,0,0,0,0,1,0,0,0,USA,Computer,Other,Navigation,2,Win95,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Other_sources,4-6_yr,34
47,Equally,0,0,1,0,0,0,0,0,Missouri,0,0,0,1,0,0,Some_College,Never,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Computer,Separated,Privacy,4,Win95,French,Primarily_home,White,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,Yes,Heterosexual,Yes,No,0,0,0,1,1,1,Other_sources,6-12_mo,37
18,Equally,0,0,0,1,0,0,0,0,Virginia,0,0,0,1,0,0,High_School,Never,Female,$75-99,0,0,0,0,0,0,0,0,1,USA,Education,Single,Privacy,4,Windows,English,School,Black,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,1,0,0,Other_sources,Under_6_mo,13
23,Equally,0,1,0,0,0,0,1,1,British_Columbia,0,0,0,1,0,0,College,Never,Female,Over_$100,1,0,0,0,0,0,0,0,0,Canada,Computer,Single,Navigation,1,Win95,English,Work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,0,1,Already_paying,1-3_yr,37
27,More,0,0,0,0,0,1,0,0,California,0,0,0,1,0,0,College,Under_25,Female,$30-39,0,0,0,0,0,0,0,0,1,USA,Computer,Single,Privacy,1,Win95,English,Primarily_work,White,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,Yes,Heterosexual,No,Yes,0,0,0,0,0,1,Other_sources,1-3_yr,34
54,Dont_Know,0,0,1,0,0,0,0,0,Pennsylvania,0,0,0,1,0,0,College,Not_Say,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Dont_Know,1,,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,Under_6_mo,22
43,More,1,1,0,1,1,0,0,1,New_York,1,0,0,0,0,0,College,Never,Male,$40-49,0,0,0,0,1,0,0,0,0,USA,Professional,Divorced,Censorship,1,,English,Primarily_home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yes,Transgender,Yes,Yes,0,0,0,0,1,0,Payment_mechanism,1-3_yr,11
68,More,0,0,0,0,1,1,0,1,Pennsylvania,0,0,0,1,0,0,College,Never,Male,$40-49,0,0,0,0,0,0,0,0,1,USA,Professional,Single,Censorship,1,,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,Under_6_mo,28
43,Equally,1,1,0,0,0,1,0,0,Massachusetts,0,0,0,1,0,0,College,Never,Female,$40-49,0,0,0,0,0,0,0,0,1,USA,Professional,Separated,Privacy,1,Win95,English,Work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1,Other_sources,6-12_mo,34
25,More,1,1,0,1,1,1,1,1,Massachusetts,0,0,0,1,0,0,College,Over_75,Male,$40-49,0,1,0,0,0,0,0,0,0,USA,Computer,Married,Privacy,1,Macintosh,English,Primarily_home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,Not_Applicable,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,4-6_yr,21
16,Equally,0,1,0,1,0,0,0,0,Kansas,0,0,0,1,0,0,High_School,Under_25,Female,$50-74,0,0,0,0,0,0,1,0,0,USA,Education,Single,Encryption,3,Windows,English,Primarily_home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No,Heterosexual,Yes,No,0,0,0,0,0,1,Already_paying,6-12_mo,34
55,More,0,1,0,0,0,0,0,0,Texas,0,0,0,1,0,0,College,51-75,Male,$75-99,0,0,0,0,0,0,0,0,1,USA,Management,Single,Censorship,1,OS2,English,Work,White,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Yes,Bisexual,Yes,Yes,0,0,0,0,1,0,Poor_quality,1-3_yr,7
43,Dont_Know,0,1,0,1,0,0,0,0,California,0,0,0,1,0,0,College,Under_25,Female,$40-49,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Privacy,4,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,Under_6_mo,34
27,Less,0,0,1,0,0,0,0,0,Texas,0,0,0,1,0,0,College,Never,Male,$40-49,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Privacy,1,,Spanish,Home,Hispanic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,6-12_mo,17
18,More,1,1,0,1,0,1,0,1,New_York,0,0,0,1,0,0,High_School,26-50,Female,$30-39,0,0,0,0,0,0,1,0,0,USA,Education,Single,Privacy,2,Windows,English,Primarily_home,White,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,1-3_yr,13
29,More,0,0,0,1,0,0,0,0,Virginia,0,0,0,1,0,0,Masters,51-75,Female,Over_$100,0,0,0,0,0,0,1,0,0,USA,Computer,Married,Privacy,4,Win95,English,Primarily_work,Asian,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,Not_Applicable,Heterosexual,No,Yes,0,0,0,0,1,1,Already_paying,4-6_yr,37
39,More,1,1,0,0,1,1,1,1,North_Carolina,0,0,0,1,0,0,Masters,Not_Say,Male,$10-19,0,0,0,0,0,0,0,0,1,USA,Education,Single,Privacy,1,NT,English,Primarily_work,Not_Say,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,Yes,Not_say,No,Yes,0,0,0,1,1,0,Cost_too_high,1-3_yr,13
50,More,1,1,0,1,0,0,0,0,Texas,0,0,0,1,0,0,High_School,Never,Female,$30-39,0,0,0,0,0,0,0,0,1,USA,Other,Married,Dont_Know,4,,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,6-12_mo,20
46,Dont_Know,0,1,0,0,0,0,1,0,New_Jersey,0,0,0,0,0,1,Some_College,Never,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Other,Divorced,Privacy,1,,English,Home,Black,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,6-12_mo,42
44,Dont_Know,0,0,1,0,0,0,0,0,Washington,0,0,0,1,0,0,Some_College,Never,Female,$50-74,1,0,0,0,0,0,0,0,0,USA,Management,Married,Navigation,2,,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,1,Already_paying,6-12_mo,34
61,More,0,0,0,0,0,1,0,0,California,0,0,0,1,0,0,Masters,Never,Male,Over_$100,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Censorship,1,NT,English,Primarily_home,White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,1,Already_paying,1-3_yr,37
55,Dont_Know,0,0,1,0,0,0,0,0,New_Jersey,0,0,0,1,0,0,Professional,Under_25,Male,Over_$100,0,0,0,0,0,0,0,1,1,USA,Professional,Married,Privacy,4,,English,Home,White,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Cost_too_high,6-12_mo,5
40,Dont_Know,0,0,1,0,0,0,0,0,New_Mexico,0,0,0,1,0,0,Some_College,Never,Female,$10-19,0,0,0,1,0,0,0,0,0,USA,Management,Single,Privacy,1,,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,Under_6_mo,41
74,More,1,0,0,0,0,0,0,0,Texas,0,0,0,1,0,0,College,Never,Female,$75-99,1,0,0,0,0,0,0,0,0,USA,Other,Married,Dont_Know,2,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,1-3_yr,39
22,Equally,0,0,0,0,0,1,0,0,Massachusetts,0,0,0,1,0,0,College,Under_25,Male,$40-49,0,0,0,0,0,0,0,0,1,USA,Computer,Single,Encryption,1,NT,English,Primarily_work,White,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Cost_too_high,1-3_yr,37
25,Dont_Know,0,0,1,0,0,0,0,0,New_Jersey,0,0,0,1,0,0,College,51-75,Male,$30-39,0,1,0,0,0,0,0,0,0,USA,Computer,Single,Privacy,2,Win95,English,Primarily_work,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,Under_6_mo,30
43,Dont_Know,0,0,1,0,0,0,0,0,South_Carolina,0,0,0,1,0,0,High_School,NA,Male,$10-19,0,0,0,1,0,0,0,0,0,USA,Other,Divorced,Censorship,1,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,1-3_yr,39
40,More,1,1,0,0,0,0,0,0,North_Carolina,0,0,0,1,0,0,Masters,Never,Female,$30-39,0,0,0,1,0,0,0,0,0,USA,Education,Married,Privacy,1,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,1-3_yr,23
40,More,0,1,0,1,0,0,0,0,Massachusetts,0,0,0,1,0,0,High_School,Never,Male,$40-49,0,0,0,0,0,0,0,0,1,USA,Other,Single,Privacy,1,,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Gay_male,Yes,No,0,0,0,0,1,0,Already_paying,6-12_mo,34
39,Dont_Know,1,0,0,0,0,0,0,0,Michigan,0,1,0,0,0,0,High_School,Never,Male,$10-19,0,0,0,0,0,0,0,0,1,USA,Other,Married,Censorship,1,,English,Home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other,Under_6_mo,42
37,More,0,0,0,0,0,0,1,1,Ontario,0,0,0,1,0,0,Some_College,26-50,Female,Not_Say,0,0,0,0,0,0,0,0,1,Canada,Professional,Divorced,Privacy,1,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,Yes,Heterosexual,No,No,0,0,0,0,1,0,Other_sources,6-12_mo,34
Not_Say,Dont_Know,1,0,0,0,0,0,0,0,Iowa,0,0,0,1,0,0,College,NA,Female,Not_Say,0,0,0,0,0,0,1,0,1,USA,Professional,Widowed,Privacy,1,Win95,English,Home,White,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,Yes,Heterosexual,No,No,0,0,0,0,1,0,Other_sources,Under_6_mo,4
18,More,1,1,0,0,0,1,0,0,Ohio,0,0,0,1,0,0,Some_College,Never,Male,$20-29,0,0,0,0,0,0,1,0,0,USA,Education,Single,Encryption,2,Win95,Russian,Primarily_home,White,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,No,Heterosexual,No,Yes,0,0,0,1,0,0,Other_sources,4-6_yr,13
27,More,0,1,0,0,0,0,0,0,Illinois,0,0,0,1,0,0,College,Never,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Professional,Single,Dont_Know,4,,English,Home,Asian,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,No,Not_say,No,No,0,0,0,0,1,0,Payment_mechanism,Under_6_mo,19
18,More,1,0,0,0,0,0,0,0,Pennsylvania,0,0,0,1,0,0,College,Over_75,Male,Not_Say,1,0,0,0,0,0,0,0,0,USA,Education,Single,Censorship,4,Macintosh,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,Yes,0,0,1,0,0,0,Cost_too_high,4-6_yr,13
