N1,N2,N3,N4,N5,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,label
150.0,133.5,9.4,-0.8,-3.12,1.0,42.0,1.0,9119.0,1.0,1.0,1.0,38.0,37.0,5.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,0.0,5.0,10.0,5.0,0.0,0.0,5.0,10.0,5.0,0.0,2
133.1,143.2,11.1,0.6,2.02,1.0,39.0,1.0,9991.0,0.0,1.0,1.0,37.0,37.0,9.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,35.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0
120.0,113.8,15.5,2.8,-4.06,1.0,42.0,1.0,9119.0,1.0,1.0,1.0,19.0,37.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0
142.0,129.8,12.7,3.7,-1.7,1.0,1.0,4.0,9500.0,1.0,1.0,1.0,38.0,38.0,9.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,8.0,8.0,7.0,0.0,0.0,8.0,8.0,7.0,0.0,2
123.0,115.3,11.1,0.6,2.02,1.0,1.0,2.0,9853.0,1.0,1.0,1.0,19.0,1.0,194.0,103.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,7.0,8.0,6.0,0.0,0.0,7.0,8.0,6.0,0.0,1
148.0,134.0,7.6,2.6,0.32,1.0,17.0,1.0,9147.0,1.0,1.0,1.0,38.0,37.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1
136.0,123.4,11.1,0.6,2.02,1.0,1.0,1.0,9670.0,1.0,1.0,1.0,19.0,1.0,9.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,10.0,6.0,0.0,0.0,6.0,13.0,5.0,0.0,2
116.0,119.9,12.4,0.5,1.79,1.0,17.0,1.0,9254.0,1.0,1.0,1.0,19.0,19.0,9.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
136.0,125.7,11.1,0.6,2.02,1.0,17.0,6.0,9500.0,1.0,1.0,1.0,3.0,38.0,2.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,7.0,8.0,6.0,0.0,0.0,8.0,11.0,6.0,0.0,1
172.0,163.3,13.9,-0.3,0.79,1.0,1.0,1.0,9130.0,1.0,1.0,1.0,19.0,19.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,8.0,6.0,0.0,0.0,6.0,11.0,4.0,0.0,2
128.0,157.4,8.9,1.4,3.51,1.0,39.0,1.0,9085.0,1.0,1.0,1.0,19.0,1.0,9.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,0.0,6.0,7.0,6.0,0.0,0.0,6.0,8.0,6.0,0.0,2
133.1,105.0,8.9,1.4,3.51,1.0,17.0,2.0,9773.0,1.0,1.0,41.0,19.0,1.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
140.0,150.0,8.9,1.4,3.51,1.0,51.0,1.0,9119.0,1.0,1.0,1.0,1.0,19.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,23.0,0.0,0.0,5.0,7.0,2.0,0.0,0.0,5.0,11.0,1.0,0.0,0
128.0,126.3,15.5,2.8,-4.06,1.0,1.0,1.0,9070.0,1.0,1.0,1.0,19.0,2.0,7.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
140.0,100.0,15.5,2.8,-4.06,1.0,39.0,1.0,9003.0,1.0,1.0,41.0,1.0,1.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,1.0,3.0,9.0,9.0,3.0,0.0,1.0,7.0,8.0,1.0,0.0,0
133.1,100.9,15.5,2.8,-4.06,4.0,39.0,1.0,9130.0,1.0,19.0,1.0,37.0,38.0,9.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,48.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0
130.0,161.5,10.8,1.4,1.74,1.0,39.0,1.0,9773.0,1.0,1.0,1.0,1.0,19.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,36.0,0.0,0.0,6.0,7.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
144.0,126.5,10.8,1.4,1.74,1.0,17.0,3.0,9500.0,1.0,1.0,1.0,1.0,37.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,8.0,8.0,7.0,0.0,0.0,8.0,8.0,7.0,0.0,2
133.1,103.0,10.8,1.4,1.74,5.0,39.0,1.0,9254.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,62.0,0.0,0.0,6.0,7.0,6.0,0.0,0.0,6.0,10.0,6.0,0.0,2
102.0,100.6,12.4,0.5,1.79,1.0,1.0,3.0,9500.0,1.0,1.0,1.0,1.0,19.0,9.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,7.0,9.0,6.0,0.0,0.0,8.0,10.0,7.0,0.0,2
125.0,129.2,10.8,1.4,1.74,1.0,1.0,1.0,9853.0,1.0,1.0,1.0,34.0,37.0,9.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,6.0,12.0,3.0,0.0,0.0,6.0,14.0,1.0,0.0,0
133.1,96.7,12.4,0.5,1.79,1.0,39.0,1.0,9119.0,1.0,19.0,1.0,37.0,38.0,3.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,29.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0
148.0,138.7,15.5,2.8,-4.06,1.0,1.0,1.0,9500.0,1.0,1.0,1.0,19.0,19.0,9.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,7.0,10.0,7.0,0.0,0.0,8.0,10.0,8.0,0.0,2
135.0,121.0,12.4,0.5,1.79,1.0,17.0,2.0,9119.0,1.0,1.0,1.0,12.0,19.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0
122.0,119.6,11.1,0.6,2.02,1.0,1.0,4.0,9773.0,1.0,1.0,1.0,41.0,1.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,6.0,4.0,0.0,0.0,6.0,11.0,3.0,0.0,0
150.0,150.0,13.9,-0.3,0.79,1.0,7.0,1.0,9119.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0
108.0,105.9,7.6,2.6,0.32,1.0,1.0,1.0,9773.0,1.0,1.0,1.0,34.0,38.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,6.0,11.0,4.0,0.0,0.0,6.0,13.0,2.0,0.0,0
140.0,130.2,12.7,3.7,-1.7,1.0,18.0,1.0,9670.0,1.0,1.0,1.0,1.0,37.0,9.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,22.0,0.0,0.0,6.0,11.0,4.0,0.0,0.0,6.0,11.0,4.0,0.0,2
110.0,112.9,9.4,-0.8,-3.12,1.0,43.0,1.0,9991.0,0.0,2.0,1.0,37.0,37.0,9.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,38.0,0.0,14.0,15.0,16.0,14.0,0.0,12.0,14.0,16.0,12.0,0.0,0
120.0,120.0,12.4,0.5,1.79,1.0,44.0,1.0,9003.0,1.0,39.0,1.0,19.0,38.0,6.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,6.0,8.0,6.0,0.0,0.0,6.0,11.0,5.0,0.0,2
130.0,130.8,16.2,0.3,-0.92,1.0,43.0,1.0,9147.0,1.0,1.0,1.0,37.0,19.0,9.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,22.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,9.0,3.0,2.0,1
133.0,128.1,13.9,-0.3,0.79,1.0,1.0,1.0,9670.0,1.0,1.0,1.0,38.0,38.0,9.0,9.0,1.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,0
123.0,113.9,15.5,2.8,-4.06,1.0,17.0,1.0,9070.0,1.0,1.0,1.0,4.0,37.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,8.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,1
164.0,163.0,7.6,2.6,0.32,1.0,1.0,1.0,9130.0,1.0,1.0,1.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0
170.0,170.0,11.1,0.6,2.02,1.0,44.0,1.0,9254.0,1.0,39.0,1.0,19.0,2.0,9.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,2.0,8.0,14.0,8.0,0.0,1.0,6.0,12.0,6.0,0.0,1
124.0,113.9,12.7,3.7,-1.7,1.0,17.0,1.0,9085.0,1.0,1.0,1.0,19.0,38.0,7.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,5.0,8.0,5.0,1.0,0.0,5.0,8.0,4.0,1.0,2
134.0,100.0,13.9,-0.3,0.79,1.0,43.0,1.0,33.0,1.0,1.0,1.0,37.0,37.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,32.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0
130.0,128.0,15.5,2.8,-4.06,1.0,43.0,1.0,9556.0,1.0,1.0,1.0,1.0,37.0,5.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,7.0,8.0,7.0,0.0,0.0,8.0,8.0,8.0,0.0,2
150.0,134.5,16.2,0.3,-0.92,2.0,39.0,1.0,8014.0,0.0,1.0,1.0,37.0,38.0,3.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0,0.0,6.0,8.0,5.0,0.0,0.0,6.0,6.0,6.0,0.0,2
133.1,100.0,9.4,-0.8,-3.12,2.0,43.0,1.0,8014.0,0.0,1.0,1.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,35.0,0.0,11.0,16.0,16.0,16.0,0.0,11.0,13.0,13.0,13.0,0.0,2
130.0,130.0,8.9,1.4,3.51,1.0,53.0,1.0,9070.0,1.0,42.0,1.0,40.0,19.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0,6.0,8.0,6.0,0.0,0.0,6.0,10.0,4.0,0.0,1
133.1,116.0,7.6,2.6,0.32,1.0,39.0,1.0,9500.0,1.0,19.0,1.0,37.0,37.0,9.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,26.0,0.0,0.0,7.0,8.0,6.0,0.0,0.0,7.0,8.0,6.0,0.0,2
133.1,140.0,9.4,-0.8,-3.12,2.0,39.0,1.0,9991.0,0.0,1.0,1.0,37.0,37.0,6.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,37.0,0.0,0.0,5.0,10.0,4.0,0.0,0.0,5.0,12.0,3.0,0.0,0
133.1,100.0,12.7,3.7,-1.7,1.0,39.0,1.0,9500.0,1.0,19.0,1.0,1.0,5.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,8.0,11.0,7.0,0.0,0.0,8.0,11.0,7.0,0.0,2
130.0,130.0,12.7,3.7,-1.7,1.0,7.0,1.0,9147.0,1.0,3.0,1.0,37.0,37.0,9.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0
120.0,122.5,11.1,0.6,2.02,1.0,17.0,1.0,9085.0,1.0,1.0,1.0,19.0,38.0,4.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,6.0,11.0,5.0,0.0,0.0,6.0,11.0,5.0,0.0,1
137.0,124.4,10.8,1.4,1.74,2.0,1.0,1.0,9147.0,1.0,1.0,1.0,19.0,37.0,9.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,5.0,6.0,4.0,0.0,0.0,5.0,10.0,3.0,0.0,1
131.0,125.4,15.5,2.8,-4.06,1.0,17.0,1.0,9500.0,1.0,1.0,1.0,1.0,19.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,7.0,13.0,5.0,0.0,0.0,8.0,14.0,7.0,0.0,2
133.1,105.0,15.5,2.8,-4.06,1.0,39.0,1.0,9556.0,1.0,19.0,1.0,19.0,1.0,7.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,25.0,0.0,0.0,7.0,14.0,4.0,1.0,0.0,7.0,11.0,4.0,1.0,0
140.0,140.0,12.4,0.5,1.79,1.0,44.0,1.0,9003.0,1.0,39.0,1.0,38.0,38.0,6.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,7.0,6.0,0.0,0.0,6.0,7.0,6.0,0.0,2
137.0,141.6,7.6,2.6,0.32,1.0,17.0,4.0,9085.0,1.0,1.0,1.0,38.0,38.0,151.0,151.0,0.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,0.0,5.0,7.0,4.0,0.0,0.0,5.0,7.0,5.0,0.0,2
133.1,95.0,11.1,0.6,2.02,1.0,1.0,1.0,9853.0,1.0,1.0,1.0,19.0,37.0,9.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,7.0,10.0,6.0,0.0,0.0,7.0,8.0,6.0,0.0,1
133.1,125.4,10.8,1.4,1.74,4.0,43.0,2.0,9991.0,0.0,38.0,1.0,3.0,1.0,2.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,39.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0
129.0,125.2,9.4,-0.8,-3.12,1.0,43.0,6.0,9238.0,1.0,1.0,1.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,23.0,0.0,15.0,16.0,18.0,16.0,0.0,11.0,13.0,15.0,13.0,0.0,2
148.0,131.7,13.9,-0.3,0.79,1.0,17.0,6.0,9500.0,1.0,1.0,1.0,1.0,19.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,7.0,8.0,5.0,0.0,0.0,7.0,7.0,0.0,0.0,0
148.0,135.1,13.9,-0.3,0.79,1.0,1.0,3.0,9500.0,1.0,1.0,1.0,1.0,19.0,4.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0
133.1,139.9,8.9,1.4,3.51,1.0,39.0,1.0,9085.0,1.0,19.0,1.0,19.0,19.0,4.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,24.0,0.0,1.0,6.0,7.0,6.0,0.0,0.0,6.0,11.0,6.0,0.0,2
151.0,138.4,12.7,3.7,-1.7,1.0,1.0,1.0,9238.0,1.0,1.0,1.0,37.0,1.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,6.0,8.0,6.0,0.0,0.0,6.0,8.0,6.0,0.0,2
120.0,127.0,7.6,2.6,0.32,1.0,17.0,1.0,9085.0,1.0,1.0,1.0,38.0,19.0,90.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,5.0,7.0,3.0,0.0,0.0,5.0,7.0,5.0,0.0,2
145.0,132.3,10.8,1.4,1.74,1.0,1.0,6.0,9500.0,1.0,1.0,1.0,19.0,37.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,8.0,8.0,7.0,0.0,0.0,8.0,8.0,7.0,0.0,1
150.0,150.0,16.2,0.3,-0.92,1.0,44.0,1.0,9130.0,1.0,39.0,1.0,2.0,1.0,3.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,22.0,0.0,11.0,18.0,32.0,12.0,1.0,8.0,12.0,15.0,10.0,0.0,2
125.0,114.9,16.2,0.3,-0.92,1.0,1.0,2.0,9500.0,1.0,1.0,1.0,19.0,19.0,9.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,8.0,6.0,0.0,0.0,8.0,12.0,7.0,0.0,2
140.0,135.5,16.2,0.3,-0.92,1.0,43.0,1.0,9991.0,0.0,1.0,1.0,37.0,38.0,9.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,0.0,0.0,5.0,15.0,2.0,0.0,0.0,5.0,12.0,3.0,3.0,0
138.0,123.3,9.4,-0.8,-3.12,1.0,17.0,2.0,9085.0,1.0,1.0,1.0,37.0,37.0,9.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,5.0,15.0,3.0,3.0,0.0,5.0,10.0,4.0,1.0,1
135.0,137.5,12.7,3.7,-1.7,1.0,1.0,1.0,171.0,1.0,1.0,1.0,1.0,38.0,5.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
142.0,127.7,13.9,-0.3,0.79,1.0,1.0,1.0,9238.0,1.0,1.0,1.0,1.0,38.0,5.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,6.0,7.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
137.0,122.3,8.9,1.4,3.51,1.0,1.0,2.0,9254.0,1.0,1.0,1.0,1.0,38.0,2.0,8.0,1.0,0.0,0.0,1.0,1.0,1.0,20.0,0.0,0.0,6.0,7.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
126.0,116.9,13.9,-0.3,0.79,1.0,1.0,1.0,9853.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,10.0,6.0,0.0,0.0,7.0,12.0,6.0,0.0,1
150.0,150.0,10.8,1.4,1.74,1.0,44.0,1.0,9085.0,1.0,1.0,1.0,29.0,10.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0
143.0,127.0,9.4,-0.8,-3.12,1.0,1.0,3.0,9500.0,1.0,1.0,1.0,19.0,37.0,7.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,8.0,8.0,8.0,0.0,2
141.0,130.5,11.1,0.6,2.02,1.0,1.0,1.0,9670.0,1.0,1.0,1.0,19.0,38.0,9.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,6.0,8.0,6.0,0.0,0.0,6.0,7.0,6.0,0.0,2
136.0,126.9,11.1,0.6,2.02,1.0,1.0,1.0,9853.0,1.0,1.0,1.0,38.0,37.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,0.0,2
131.0,126.6,8.9,1.4,3.51,1.0,51.0,1.0,9556.0,1.0,1.0,1.0,1.0,37.0,152.0,193.0,1.0,0.0,0.0,1.0,1.0,0.0,23.0,0.0,0.0,7.0,11.0,5.0,0.0,0.0,7.0,13.0,2.0,0.0,1
110.0,95.5,10.8,1.4,1.74,2.0,39.0,1.0,9853.0,1.0,1.0,1.0,37.0,37.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0
150.0,123.0,12.7,3.7,-1.7,1.0,39.0,1.0,9991.0,0.0,1.0,1.0,1.0,19.0,4.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,27.0,0.0,0.0,5.0,8.0,4.0,0.0,0.0,5.0,9.0,3.0,0.0,0
138.0,141.5,7.6,2.6,0.32,1.0,1.0,1.0,171.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
131.0,131.7,12.7,3.7,-1.7,1.0,17.0,1.0,9254.0,1.0,1.0,1.0,38.0,37.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0
126.0,122.5,8.9,1.4,3.51,1.0,1.0,1.0,9670.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,8.0,5.0,0.0,0
110.0,107.2,12.7,3.7,-1.7,4.0,39.0,1.0,9670.0,1.0,1.0,1.0,19.0,19.0,90.0,99.0,0.0,0.0,0.0,1.0,1.0,0.0,42.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0
114.0,109.5,8.9,1.4,3.51,1.0,17.0,4.0,9147.0,1.0,1.0,1.0,19.0,19.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,20.0,0.0,0.0,5.0,6.0,5.0,0.0,0.0,5.0,8.0,4.0,0.0,2
122.0,114.3,11.1,0.6,2.02,1.0,17.0,3.0,9670.0,1.0,1.0,1.0,1.0,38.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,8.0,6.0,0.0,0.0,6.0,7.0,6.0,0.0,2
140.0,140.0,15.5,2.8,-4.06,1.0,44.0,1.0,9085.0,1.0,39.0,1.0,1.0,2.0,4.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,29.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0
133.1,138.0,16.2,0.3,-0.92,1.0,1.0,1.0,9130.0,1.0,1.0,1.0,1.0,1.0,3.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,11.0,6.0,0.0,0.0,6.0,10.0,6.0,0.0,1
140.0,128.5,10.8,1.4,1.74,1.0,17.0,4.0,9853.0,1.0,1.0,1.0,19.0,38.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,7.0,6.0,0.0,0.0,6.0,10.0,6.0,0.0,2
133.1,100.0,7.6,2.6,0.32,2.0,39.0,1.0,9853.0,1.0,19.0,1.0,37.0,19.0,3.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,45.0,0.0,0.0,6.0,11.0,3.0,0.0,0.0,6.0,13.0,2.0,0.0,0
116.0,110.4,9.4,-0.8,-3.12,1.0,5.0,4.0,9853.0,1.0,1.0,1.0,3.0,38.0,3.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,6.0,9.0,5.0,0.0,0.0,6.0,9.0,3.0,0.0,1
136.0,150.4,12.4,0.5,1.79,1.0,1.0,1.0,171.0,1.0,1.0,1.0,19.0,19.0,4.0,8.0,1.0,0.0,0.0,1.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
123.0,118.9,7.6,2.6,0.32,1.0,17.0,2.0,9085.0,1.0,1.0,1.0,3.0,19.0,2.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,5.0,5.0,3.0,0.0,0.0,5.0,7.0,3.0,0.0,1
120.0,113.0,13.9,-0.3,0.79,1.0,17.0,1.0,9238.0,1.0,1.0,1.0,19.0,37.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,6.0,7.0,6.0,0.0,0.0,6.0,8.0,6.0,0.0,2
126.0,125.0,12.4,0.5,1.79,1.0,1.0,4.0,9500.0,1.0,1.0,1.0,19.0,19.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,7.0,8.0,6.0,0.0,0.0,8.0,11.0,6.0,0.0,2
122.0,117.5,12.7,3.7,-1.7,1.0,1.0,5.0,9147.0,1.0,1.0,1.0,38.0,38.0,9.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,5.0,12.0,2.0,0.0,0.0,5.0,12.0,0.0,0.0,0
122.0,112.9,8.9,1.4,3.51,1.0,1.0,1.0,9853.0,1.0,1.0,1.0,38.0,37.0,191.0,195.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,7.0,8.0,7.0,0.0,0.0,7.0,8.0,6.0,0.0,2
110.0,110.0,15.5,2.8,-4.06,1.0,43.0,1.0,9238.0,1.0,1.0,1.0,37.0,37.0,9.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,0.0,10.0,16.0,24.0,13.0,1.0,9.0,13.0,19.0,9.0,0.0,1
133.1,98.6,12.7,3.7,-1.7,1.0,1.0,1.0,9254.0,1.0,1.0,1.0,38.0,19.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,6.0,16.0,2.0,0.0,0.0,6.0,12.0,0.0,0.0,0
140.0,160.0,12.7,3.7,-1.7,5.0,39.0,1.0,9500.0,1.0,3.0,1.0,37.0,38.0,9.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,8.0,8.0,7.0,0.0,0.0,8.0,8.0,7.0,0.0,2
130.0,130.0,15.5,2.8,-4.06,1.0,44.0,1.0,9003.0,1.0,39.0,1.0,37.0,37.0,9.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,25.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0
110.0,150.0,15.5,2.8,-4.06,1.0,39.0,1.0,9991.0,0.0,1.0,1.0,37.0,37.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0
140.0,105.0,8.9,1.4,3.51,1.0,39.0,1.0,9556.0,1.0,1.0,1.0,37.0,37.0,9.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,36.0,0.0,0.0,7.0,11.0,6.0,0.0,0.0,7.0,12.0,5.0,0.0,2
133.1,130.0,11.1,0.6,2.02,1.0,39.0,1.0,9003.0,1.0,19.0,1.0,37.0,37.0,9.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0,0.0,0.0,6.0,10.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,0
