N1,N2,N3,N4,N5,N6,C1,C2,C3,C4,label
5,2,205,4,6,5486,A,Ship,low,M,0
6,1,275,4,5,1228,F,Ship,low,F,0
4,5,259,2,7,4390,A,Road,low,M,1
5,2,181,3,4,4323,C,Ship,low,M,0
4,2,217,2,4,5539,D,Road,low,M,0
3,5,156,8,9,4733,C,Ship,medium,F,1
3,5,251,4,3,5215,F,Ship,medium,F,1
4,4,237,2,21,1495,A,Ship,medium,M,1
4,2,229,6,5,1689,B,Road,medium,F,0
3,4,194,3,7,4565,D,Flight,medium,M,0
4,1,240,3,50,2430,A,Ship,low,M,1
4,5,219,5,2,1260,B,Road,low,M,0
2,2,310,3,1,1549,B,Flight,low,M,1
4,5,137,3,1,4861,D,Ship,medium,M,0
5,2,230,6,10,3604,D,Ship,low,M,1
4,2,260,2,7,5684,C,Ship,low,M,0
4,1,150,2,5,4140,D,Road,low,M,0
5,3,263,2,3,4474,A,Ship,low,M,1
5,1,291,4,3,1663,F,Road,low,F,1
4,4,256,3,5,5399,F,Ship,low,F,0
2,5,104,7,12,1064,B,Road,low,M,1
3,4,148,10,12,1779,C,Ship,high,F,1
3,3,203,2,25,3607,F,Road,low,M,1
3,4,148,2,54,1778,A,Ship,low,M,1
5,3,222,2,3,4460,D,Road,medium,M,1
3,2,123,4,10,5891,B,Ship,low,F,0
5,4,243,3,43,2866,D,Ship,low,F,1
3,4,205,8,1,4977,C,Ship,medium,M,1
5,1,252,3,2,5032,F,Road,high,F,0
6,5,294,4,4,1302,A,Ship,low,M,0
6,4,257,6,7,4265,B,Ship,low,F,0
5,5,252,5,9,4135,B,Ship,low,M,0
5,5,226,3,65,3840,C,Ship,medium,F,1
4,2,227,2,8,4878,F,Ship,low,M,1
4,2,147,3,44,1873,F,Road,medium,M,1
4,3,252,2,51,2658,B,Road,medium,F,1
5,4,239,3,7,4960,B,Ship,low,F,0
6,5,286,4,4,4889,F,Ship,medium,F,0
7,1,265,4,3,1357,F,Ship,medium,F,1
3,4,225,2,5,5997,D,Flight,high,M,0
3,2,269,4,1,5797,D,Road,medium,M,0
5,5,219,2,4,4289,C,Ship,medium,M,0
6,3,310,5,6,1139,B,Ship,low,M,0
5,3,222,2,2,5953,B,Ship,low,F,1
4,2,227,5,7,1354,B,Road,low,M,1
5,4,222,2,8,4996,B,Ship,high,M,1
3,1,144,3,8,5221,A,Ship,low,F,1
2,4,140,3,32,1819,B,Road,low,M,1
5,5,238,6,3,1351,F,Ship,low,M,0
3,2,191,3,42,2374,F,Ship,high,F,1
5,5,232,5,1,1127,C,Ship,low,M,0
2,5,190,8,11,2976,C,Ship,medium,M,1
6,2,269,4,38,3171,A,Ship,medium,M,1
5,2,233,3,4,4140,C,Flight,high,F,0
5,2,196,3,38,2211,F,Ship,low,M,1
5,1,224,5,1,1600,A,Ship,low,M,0
5,1,140,8,7,5437,D,Ship,medium,M,0
4,4,139,3,64,1415,F,Road,high,F,1
3,1,187,2,10,5064,F,Road,low,F,1
6,5,154,10,48,1990,F,Ship,medium,F,1
4,3,145,3,5,5802,C,Ship,low,F,1
4,2,229,4,3,5340,C,Flight,medium,M,0
4,5,267,4,20,3132,F,Ship,low,M,1
4,1,232,5,9,1145,B,Road,medium,M,0
3,2,193,2,3,4799,A,Ship,low,M,1
5,5,245,5,1,1924,A,Ship,low,F,1
5,2,230,2,9,4483,C,Ship,medium,M,0
4,3,186,3,2,4437,F,Ship,low,M,1
3,3,211,6,5,5777,B,Ship,low,M,1
4,3,246,6,10,1176,A,Road,low,F,0
3,1,224,3,45,3624,D,Road,low,F,1
7,3,270,4,10,1211,D,Ship,medium,F,0
4,1,143,2,3,1996,B,Ship,medium,M,1
6,1,260,4,6,1766,F,Ship,low,F,0
4,3,196,3,8,5541,A,Ship,medium,F,0
4,5,206,3,5,5785,C,Road,medium,M,1
6,4,296,4,7,1969,D,Ship,low,M,0
4,1,250,2,17,3544,A,Flight,low,M,1
3,4,204,2,10,5844,F,Ship,low,F,1
5,5,213,2,12,2522,C,Ship,high,M,1
3,3,205,2,15,3231,C,Ship,low,F,1
4,1,247,3,5,5636,D,Ship,low,M,1
4,1,256,4,3,5324,A,Ship,medium,F,0
4,4,198,2,2,5725,B,Ship,medium,M,1
3,3,274,3,6,2986,A,Ship,low,M,1
5,2,234,5,7,1524,F,Flight,medium,M,0
5,3,202,6,34,2936,F,Flight,low,F,1
4,1,226,5,9,1530,F,Road,low,M,0
4,4,221,4,2,5595,F,Ship,low,F,1
4,1,271,2,1,4866,F,Ship,low,F,0
3,2,245,2,4,4514,D,Ship,low,F,1
4,4,272,2,7,4042,F,Ship,low,M,1
4,3,263,6,8,1123,F,Road,medium,M,1
5,2,262,6,4,1532,F,Ship,medium,F,1
4,1,249,5,10,1762,C,Flight,low,F,1
4,4,272,4,4,4363,C,Ship,medium,M,1
2,2,285,2,16,2223,C,Road,medium,F,1
3,3,201,2,8,5032,B,Flight,medium,F,1
3,2,144,5,43,1027,C,Road,medium,M,1
4,1,260,2,2,4529,A,Ship,medium,F,0
2,1,98,3,29,1806,F,Flight,low,F,1
4,2,243,3,13,2850,C,Ship,medium,F,1
3,3,249,2,9,4034,F,Ship,medium,M,1
3,2,255,7,3,5936,C,Ship,low,F,0
3,4,204,3,49,3225,D,Road,low,F,1
4,2,257,3,8,5045,B,Ship,medium,M,1
5,2,173,4,4,5363,D,Ship,medium,M,0
4,3,164,2,3,1376,F,Ship,low,F,0
4,5,135,2,22,1195,F,Road,high,F,1
3,3,208,5,10,4258,D,Ship,low,F,0
3,5,169,3,6,5397,F,Ship,low,F,0
5,3,253,3,3,5944,F,Ship,low,F,1
4,5,259,5,2,1066,C,Flight,medium,M,1
4,1,175,4,2,4053,D,Flight,low,M,0
5,4,187,3,53,3172,A,Ship,low,F,1
6,4,270,4,10,1698,D,Flight,low,F,0
3,2,178,3,4,5119,B,Flight,low,M,1
3,2,150,2,3,4174,F,Road,low,F,0
3,5,169,3,5,5750,A,Flight,high,F,0
3,2,234,4,7,4568,D,Ship,high,F,1
4,1,236,3,4,4248,C,Ship,low,F,0
4,4,224,4,2,4503,F,Ship,medium,F,1
7,3,279,4,8,1060,F,Road,medium,M,0
5,1,167,3,9,4660,F,Ship,low,M,0
3,1,135,2,2,4163,C,Ship,medium,M,0
3,5,220,4,5,5677,F,Ship,low,F,0
6,5,266,4,6,1201,F,Ship,low,F,0
3,3,253,3,1,4263,F,Ship,high,M,1
4,1,259,3,5,4435,B,Road,medium,M,1
4,2,218,3,2,4949,F,Ship,low,F,0
6,4,294,4,5,1174,C,Road,medium,M,0
3,4,211,2,6,6000,A,Road,low,M,0
5,5,267,5,1,1352,F,Ship,low,F,1
4,3,211,4,40,3106,C,Ship,medium,M,1
5,1,255,3,6,4044,D,Ship,high,M,1
4,5,278,6,4,3909,F,Ship,low,M,1
4,1,273,4,1,4857,D,Ship,low,M,0
2,1,271,3,1,4537,B,Flight,low,M,0
3,1,153,2,6,1314,C,Ship,low,F,1
3,5,144,2,2,4629,B,Ship,medium,M,1
5,2,266,5,10,1274,F,Ship,low,F,1
3,3,179,2,5,5058,C,Ship,low,M,0
2,5,286,6,3,4497,B,Ship,medium,F,1
6,4,266,4,3,1503,A,Flight,low,M,1
3,1,265,4,50,2249,B,Flight,low,M,1
7,1,300,4,10,1148,D,Ship,medium,F,1
6,1,247,3,1,4637,F,Road,low,M,1
3,4,266,2,38,2741,D,Ship,medium,F,1
4,3,225,5,3,1224,A,Ship,medium,M,0
4,3,208,3,7,4525,F,Ship,medium,F,1
3,3,160,2,6,5667,D,Ship,high,M,0
6,5,301,5,8,1443,F,Ship,low,M,0
5,1,224,2,4,5063,B,Ship,medium,M,0
5,5,205,2,65,3671,A,Ship,high,M,1
3,1,153,2,6,4996,A,Ship,low,M,0
6,1,163,4,3,4031,F,Road,high,M,1
3,3,264,2,6,4102,C,Ship,low,M,0
5,1,198,4,5,5025,D,Flight,low,F,1
4,4,236,3,10,4347,C,Flight,low,M,1
2,4,233,4,4,5408,F,Flight,medium,F,0
5,4,199,5,6,4417,B,Road,medium,F,1
3,5,245,4,26,2072,B,Ship,high,F,1
2,3,141,2,28,1624,A,Ship,medium,F,1
4,5,211,4,10,4004,B,Ship,medium,F,0
7,3,307,4,1,1793,C,Flight,low,M,1
3,4,197,2,3,4865,F,Ship,low,F,0
2,3,118,4,7,5510,A,Ship,medium,M,0
2,2,181,2,6,1324,F,Ship,low,F,1
3,2,188,3,4,5376,D,Road,low,M,0
4,2,276,6,36,2843,F,Ship,high,F,1
5,1,211,3,7,5594,A,Ship,low,M,1
3,5,174,6,6,5713,F,Ship,low,M,0
3,2,195,2,8,4365,F,Ship,medium,M,0
3,2,134,2,45,1946,F,Road,medium,F,1
5,4,260,5,10,1708,D,Road,low,M,1
7,2,229,3,43,1793,C,Ship,low,F,1
3,1,215,3,2,3873,B,Ship,medium,F,1
2,2,156,4,9,4184,F,Ship,high,M,1
5,2,260,2,23,3962,A,Flight,medium,M,1
6,5,219,5,2,1475,C,Flight,low,F,1
4,3,97,6,4,4375,F,Ship,low,F,0
5,3,235,4,10,4011,A,Ship,medium,F,0
5,4,235,4,10,4880,C,Ship,low,M,0
3,4,257,2,15,3981,D,Ship,high,M,1
5,3,201,6,3,4025,F,Ship,low,F,1
3,2,148,3,64,1280,F,Ship,medium,F,1
3,5,214,2,4,4077,C,Flight,medium,F,1
4,4,163,3,7,4463,F,Ship,medium,M,0
4,4,141,3,22,1735,B,Ship,low,M,1
3,1,146,2,8,5375,A,Ship,medium,F,0
3,2,176,2,1,5292,D,Ship,medium,F,0
5,1,274,2,8,4647,B,Road,high,F,1
2,5,186,2,10,4506,C,Ship,medium,M,0
3,2,270,6,10,4725,F,Ship,medium,F,1
6,4,292,4,8,1779,F,Ship,medium,M,1
4,3,142,3,6,5930,F,Ship,medium,F,0
5,4,263,5,5,1181,F,Ship,low,M,0
5,3,236,4,7,4308,F,Ship,medium,M,0
2,1,177,4,63,1058,C,Ship,low,M,1
3,5,187,2,50,2598,F,Ship,medium,F,1
3,4,190,4,7,5963,F,Road,medium,F,1
5,3,269,5,3,1667,D,Flight,low,F,1
4,2,194,8,10,5995,F,Ship,medium,M,0
4,2,254,10,7,5820,B,Ship,high,M,0
4,1,157,3,31,1712,F,Flight,medium,M,1
3,3,155,3,7,5464,D,Flight,medium,F,0
3,1,161,3,9,4865,D,Flight,low,M,1
5,4,177,2,45,1664,C,Road,medium,F,1
4,3,158,3,57,1911,F,Flight,medium,F,1
2,5,117,3,2,4268,D,Ship,high,F,1
5,1,255,4,9,4881,D,Flight,medium,M,1
6,5,292,4,10,1969,D,Ship,low,F,1
4,5,173,3,8,4040,F,Flight,medium,F,1
6,3,270,4,7,1079,B,Ship,low,F,0
4,3,103,2,4,5146,F,Ship,low,M,0
5,5,161,5,54,1511,B,Road,high,F,1
6,5,251,4,8,1038,B,Ship,low,F,0
5,1,198,4,5,5719,B,Ship,low,F,0
4,3,233,5,2,1079,D,Flight,low,M,0
3,1,239,8,6,5023,F,Ship,high,M,1
3,4,222,3,57,2714,C,Ship,medium,M,1
3,3,196,4,9,5631,D,Flight,low,F,1
5,1,162,3,5,4064,F,Ship,medium,M,1
6,4,275,4,9,1585,B,Flight,low,M,0
4,5,243,2,19,2829,C,Ship,low,M,1
5,1,169,4,6,4253,A,Ship,low,M,1
2,2,128,2,17,1824,D,Flight,low,M,1
4,2,251,2,24,2405,F,Flight,medium,M,1
4,3,142,6,6,1459,A,Ship,low,M,1
2,2,176,5,55,1211,F,Ship,low,F,1
3,2,238,4,49,3179,B,Flight,medium,F,1
4,3,146,3,8,5673,B,Ship,low,F,1
3,1,246,3,10,4707,F,Flight,low,F,1
6,4,298,4,8,1437,B,Road,medium,F,1
4,3,223,10,21,2943,D,Road,low,F,1
3,4,212,2,56,3976,F,Ship,medium,F,1
5,4,229,5,3,1861,C,Road,low,F,1
3,2,210,3,9,4731,F,Flight,low,F,1
4,4,247,3,55,2361,F,Ship,low,M,1
5,1,246,2,4,5461,A,Ship,low,F,0
3,1,181,3,34,3306,C,Ship,medium,M,1
7,1,301,4,6,1052,F,Ship,low,F,1
5,5,211,3,7,5983,F,Ship,medium,F,1
5,3,142,4,4,5116,D,Ship,medium,F,1
4,2,198,3,4,5863,F,Ship,low,F,0
3,5,159,3,46,1857,F,Ship,low,M,1
4,2,149,6,6,4904,D,Road,low,F,0
4,1,141,2,23,1689,C,Ship,low,F,1
2,5,166,4,3,4638,A,Ship,medium,F,0
5,2,264,5,4,1318,A,Ship,medium,M,0
4,3,269,3,7,2538,C,Ship,low,F,1
3,1,215,2,9,4940,B,Ship,medium,F,0
3,3,169,2,8,4281,F,Ship,medium,F,1
2,2,165,3,10,4080,A,Road,medium,F,1
4,3,245,4,5,4660,F,Ship,medium,F,0
4,2,254,4,4,5137,C,Road,low,F,1
6,3,257,4,2,1694,D,Ship,low,F,0
4,3,203,2,8,5597,B,Ship,low,M,0
4,3,134,3,13,1985,B,Ship,medium,M,1
2,3,164,2,64,1689,F,Ship,medium,M,1
3,5,253,2,17,2205,B,Ship,medium,M,1
5,1,236,3,10,1347,C,Ship,medium,F,1
4,4,239,2,4,4304,C,Flight,medium,M,1
3,5,238,2,8,5769,D,Flight,low,F,0
6,5,206,6,2,4014,C,Ship,low,M,1
3,5,151,2,8,4408,F,Road,medium,M,1
5,3,205,4,9,4277,B,Ship,low,M,0
4,3,191,4,15,2544,C,Ship,low,F,1
4,1,241,3,4,4493,D,Road,low,M,1
4,1,205,5,10,4944,A,Road,low,M,0
3,2,135,2,2,1150,F,Ship,medium,F,1
4,3,265,3,65,3578,D,Ship,low,F,1
5,1,265,3,5,4951,F,Ship,high,M,1
7,4,269,4,5,1073,F,Ship,medium,M,0
5,3,245,5,3,1851,F,Flight,medium,M,0
4,5,183,2,8,4422,D,Ship,medium,F,0
3,4,273,3,8,4530,D,Ship,high,F,1
6,3,295,4,10,1495,C,Ship,low,F,0
4,2,282,4,5,5422,B,Flight,medium,M,1
6,3,247,4,3,1903,A,Ship,medium,M,0
4,3,166,4,1,4536,F,Ship,medium,F,0
4,4,143,8,12,1326,F,Flight,medium,M,1
4,5,240,5,8,4314,C,Ship,medium,M,0
5,3,145,3,1,5783,B,Ship,medium,M,1
4,3,162,2,58,1708,F,Road,medium,F,1
5,3,262,5,8,1493,C,Ship,low,F,1
3,3,197,3,8,4568,C,Flight,medium,M,0
4,2,190,4,61,2077,C,Road,medium,M,1
5,3,194,3,6,2736,C,Ship,medium,F,1
4,5,135,3,53,1744,F,Ship,medium,F,1
3,5,159,3,9,4555,D,Ship,medium,M,0
2,4,151,4,6,1803,A,Flight,low,F,0
5,5,247,10,61,2206,F,Ship,medium,F,1
3,5,149,3,9,5412,F,Ship,low,F,0
4,3,260,3,5,5540,F,Ship,low,F,0
4,2,199,3,4,4070,B,Flight,low,M,0
4,4,181,3,44,2070,B,Ship,low,M,1
4,1,133,2,1,5274,D,Road,medium,M,1
5,2,158,3,4,4324,A,Ship,low,M,0
3,1,166,3,9,4410,F,Ship,medium,M,0
5,3,254,2,5,4764,F,Flight,medium,F,1
5,3,159,3,7,5462,B,Ship,low,M,1
3,1,212,3,10,5759,A,Ship,medium,M,0
4,5,152,3,25,1222,F,Ship,medium,M,1
3,4,202,3,28,3707,A,Road,medium,M,1
4,3,167,3,1,4621,F,Flight,medium,F,1
4,5,213,4,39,2381,F,Ship,low,M,1
5,1,244,2,5,4125,F,Ship,low,F,1
4,5,174,2,10,5764,F,Ship,low,M,0
3,4,273,2,5,5223,B,Ship,medium,F,0
3,1,101,2,1,5560,D,Road,medium,F,0
3,4,181,3,9,5470,D,Ship,high,F,0
5,3,274,6,7,1293,D,Flight,medium,M,0
3,1,221,3,64,2794,D,Ship,low,F,1
4,5,142,2,7,4594,A,Ship,medium,F,1
6,2,263,4,1,1258,C,Ship,low,F,1
6,5,308,4,8,1569,A,Road,low,M,1
4,1,152,7,5,5325,F,Ship,low,F,1
3,2,157,2,53,1390,A,Ship,medium,M,1
3,4,245,10,1,5363,D,Ship,medium,M,0
3,2,164,4,6,5761,F,Flight,medium,M,0
3,5,151,2,3,5039,F,Ship,low,M,0
2,4,184,5,9,5812,B,Flight,medium,M,0
2,5,142,3,10,5174,B,Ship,high,M,0
4,2,139,4,41,1511,F,Flight,low,F,1
4,4,206,2,8,4093,C,Road,high,M,1
5,2,246,3,9,5795,C,Ship,low,F,0
2,2,156,3,5,4151,F,Ship,low,F,1
5,5,185,3,5,4520,F,Ship,low,M,1
6,5,237,5,63,2573,F,Ship,high,F,1
3,4,135,3,22,1378,B,Ship,low,M,1
3,3,154,2,57,1096,C,Ship,low,F,1
4,2,148,2,3,4651,A,Flight,medium,M,0
6,5,165,6,6,1529,B,Ship,low,F,1
5,4,143,2,8,5291,F,Flight,low,F,0
2,4,180,2,6,5579,A,Ship,low,F,0
3,5,151,6,8,4692,C,Flight,low,M,1
4,5,244,3,49,3914,C,Ship,low,F,1
4,1,245,6,7,1884,D,Road,low,F,1
3,2,154,3,1,5322,B,Ship,medium,M,1
3,5,266,3,16,2334,D,Ship,medium,M,1
6,5,275,4,6,1872,B,Road,low,F,0
4,1,258,3,4,3686,F,Ship,medium,F,1
4,4,266,4,33,2701,F,Road,medium,F,1
3,3,241,3,5,2713,F,Ship,low,M,1
3,4,198,3,3,5322,C,Ship,low,F,0
3,5,159,2,9,4099,B,Road,high,F,1
2,3,155,3,45,1639,C,Road,low,F,1
4,1,240,4,10,5965,F,Ship,low,M,1
3,5,206,2,4,4080,D,Ship,low,F,0
5,4,237,3,9,5401,F,Ship,high,M,0
5,3,146,4,5,1718,F,Road,low,M,1
7,4,305,4,6,1873,C,Ship,medium,F,0
3,2,248,3,8,5171,C,Ship,medium,M,0
4,2,233,5,8,1097,A,Ship,low,F,0
2,1,252,2,35,2526,F,Ship,low,M,1
3,1,195,3,5,3251,F,Ship,high,M,1
3,4,189,3,37,3492,D,Ship,medium,F,1
5,4,259,5,2,1627,F,Flight,low,F,1
4,1,161,7,18,1294,D,Ship,medium,F,1
3,4,258,3,55,2777,F,Ship,low,F,1
3,1,182,2,3,5510,F,Ship,low,F,1
4,2,171,3,4,5859,B,Ship,medium,M,0
3,5,251,3,1,5073,B,Ship,low,M,0
3,5,193,3,4,5817,B,Ship,medium,F,0
4,5,237,5,2,1357,F,Ship,low,M,1
4,1,255,5,4,1005,F,Ship,low,F,0
3,5,267,2,2,5062,A,Ship,high,M,1
3,5,170,3,5,5064,F,Road,low,F,0
3,2,140,3,8,5724,B,Flight,medium,M,0
2,1,108,3,4,5924,F,Ship,low,M,1
3,3,242,2,7,4960,F,Road,medium,F,0
4,5,261,2,6,5920,F,Ship,medium,M,0
6,3,100,4,3,5756,A,Ship,low,M,0
5,1,201,3,47,2657,F,Ship,low,F,1
3,2,213,6,9,5418,A,Road,medium,M,1
4,2,251,6,1,1154,B,Ship,medium,F,1
2,3,185,3,7,4246,F,Ship,medium,F,0
6,4,310,4,1,1494,D,Ship,medium,M,1
6,2,282,5,5,1818,F,Ship,medium,M,1
4,4,251,2,2,4800,A,Road,low,M,0
4,2,259,4,13,2495,B,Ship,low,F,1
3,1,189,3,3,5866,F,Ship,low,F,1
5,2,243,3,2,5734,F,Ship,high,M,1
3,2,166,2,6,4765,B,Ship,medium,M,0
4,3,158,3,5,5602,F,Road,high,F,0
6,2,257,4,2,1012,A,Ship,medium,M,0
4,2,139,3,5,1674,A,Ship,medium,M,1
3,1,185,2,9,4316,C,Flight,medium,F,0
3,2,256,3,1,4932,B,Ship,low,M,0
3,5,211,2,9,4577,D,Ship,medium,F,1
3,3,236,2,58,3360,F,Road,medium,F,1
5,1,266,5,9,1852,F,Flight,low,F,0
3,1,209,2,1,5779,A,Road,high,F,1
4,5,274,3,4,4521,F,Ship,medium,M,0
6,3,264,4,5,1397,D,Ship,medium,M,0
5,2,196,3,6,4257,F,Ship,medium,F,0
6,1,265,4,1,1345,A,Ship,low,F,1
3,1,155,3,47,1193,F,Road,medium,F,1
3,5,257,3,5,5657,A,Ship,low,M,0
3,1,191,5,2,4956,B,Ship,medium,M,1
5,4,196,3,2,5427,C,Ship,medium,M,1
3,5,140,3,9,4733,A,Ship,low,M,0
4,3,163,3,7,4556,C,Ship,low,F,0
2,4,248,3,5,5441,B,Ship,low,F,0
5,5,169,4,2,4188,B,Flight,low,F,0
3,5,226,2,3,4208,F,Road,medium,M,1
3,2,255,4,5,4415,F,Ship,medium,M,0
5,3,218,6,6,1519,F,Flight,low,F,1
4,4,156,2,7,5938,D,Flight,medium,F,0
4,4,156,2,5,5216,B,Ship,low,F,0
6,2,293,5,2,1494,A,Flight,low,M,0
6,5,305,4,6,1787,F,Ship,low,F,1
4,3,220,3,6,4894,C,Ship,low,F,1
5,1,217,2,6,5518,A,Ship,medium,M,0
5,1,205,2,3,5682,A,Ship,low,F,1
3,2,226,4,8,5225,F,Ship,medium,F,0
3,2,208,2,6,5344,C,Ship,low,F,0
6,4,243,4,9,1353,C,Flight,low,M,1
5,3,204,3,10,5610,F,Ship,low,M,1
4,5,267,5,7,1983,F,Ship,low,M,0
3,3,246,3,45,3945,B,Ship,medium,F,1
3,4,162,2,8,4972,F,Ship,medium,F,0
3,5,182,3,34,3595,C,Flight,medium,M,1
5,5,230,2,36,3381,C,Road,medium,F,1
3,4,216,3,41,2042,C,Ship,low,F,1
4,3,196,2,5,5656,A,Ship,low,F,0
5,1,171,5,8,4699,F,Road,medium,F,0
4,1,196,2,3,4752,D,Ship,low,M,0
3,1,160,2,10,5642,F,Road,low,F,1
3,4,155,2,37,1780,F,Ship,low,F,1
4,2,145,2,21,1617,B,Ship,medium,M,1
3,4,136,2,54,1056,F,Ship,medium,F,1
3,3,249,5,9,1752,B,Ship,medium,F,0
4,5,159,3,2,1048,F,Road,low,M,1
3,4,151,3,2,5712,C,Ship,low,M,1
3,3,187,6,2,4549,D,Ship,low,F,0
3,2,263,3,41,2817,F,Road,low,M,1
2,3,126,4,3,1364,A,Road,high,F,1
4,4,134,3,14,1716,F,Ship,low,F,1
6,4,152,3,10,4376,F,Ship,low,M,1
4,2,224,2,9,5603,B,Road,low,M,1
3,5,216,4,3,4934,A,Ship,low,F,0
3,3,135,3,8,1074,F,Ship,low,M,1
5,3,270,5,1,1568,A,Flight,low,F,1
4,3,249,3,4,4811,C,Ship,low,M,0
3,1,140,2,55,1339,A,Ship,medium,F,1
3,2,181,3,45,3786,D,Flight,medium,M,1
5,4,268,3,10,4955,D,Ship,high,F,0
3,4,252,2,6,4630,D,Ship,low,M,1
3,1,138,3,7,5534,C,Flight,medium,F,0
3,3,137,3,1,5490,F,Ship,medium,M,1
3,4,134,3,6,5680,B,Ship,high,F,0
4,4,140,2,6,4703,A,Ship,low,M,0
5,1,160,5,16,1526,A,Ship,medium,F,1
3,5,165,2,37,1234,C,Road,high,F,1
4,3,144,2,5,4882,F,Ship,low,F,0
6,2,308,5,6,1118,C,Road,medium,F,0
7,5,289,4,9,1904,B,Ship,low,M,0
3,5,217,3,9,4306,D,Flight,low,M,0
4,3,248,2,2,4700,F,Flight,medium,F,0
3,3,273,10,10,5574,C,Road,medium,F,1
3,3,150,4,1,4662,C,Road,medium,F,0
3,5,251,2,23,2426,A,Ship,high,M,1
5,2,208,3,6,4744,C,Ship,low,M,1
4,3,192,3,1,4045,B,Ship,low,M,1
5,5,170,2,36,1278,A,Road,medium,F,1
3,2,182,2,40,2592,F,Ship,low,F,1
6,3,269,4,6,1822,F,Ship,medium,F,1
3,1,240,3,4,5484,D,Ship,low,F,1
5,5,273,3,18,2415,F,Flight,medium,F,1
3,2,136,2,6,4002,B,Ship,high,F,1
6,2,213,2,7,5415,F,Ship,medium,F,0
5,1,241,5,1,1146,B,Road,low,F,0
5,3,242,3,58,3411,D,Ship,low,M,1
3,5,152,3,43,1282,D,Ship,low,M,1
3,1,178,4,9,4298,D,Road,medium,M,0
6,2,204,4,2,4431,F,Ship,medium,F,0
4,3,206,2,9,5076,C,Road,low,M,1
4,4,271,6,3,5204,D,Road,high,M,0
4,3,229,3,5,5225,A,Road,low,M,1
3,5,157,2,4,5991,F,Ship,medium,F,0
3,5,141,2,52,1692,A,Ship,low,M,1
5,2,268,3,41,3716,F,Ship,medium,F,1
2,1,165,4,57,1881,D,Ship,low,F,1
4,3,172,3,10,5434,D,Ship,medium,F,0
5,5,184,3,2,5800,B,Road,low,F,0
4,1,137,2,3,4657,B,Road,low,M,0
5,1,227,2,15,3798,C,Ship,low,M,1
6,2,243,4,2,1665,A,Flight,high,M,1
3,2,143,4,3,5845,A,Ship,low,F,0
5,5,259,5,9,1624,B,Road,low,F,0
3,3,201,4,7,2299,C,Ship,medium,M,1
3,1,155,2,6,1490,B,Ship,medium,F,1
5,5,184,2,9,4649,D,Road,medium,M,1
4,3,260,4,40,3668,A,Ship,medium,M,1
4,2,219,2,1,5071,F,Road,low,F,1
5,5,272,4,10,1383,A,Ship,medium,M,1
5,5,171,3,8,4227,F,Ship,low,M,0
4,1,171,2,6,5719,F,Ship,low,F,1
5,1,235,5,6,1059,B,Ship,medium,F,1
4,4,150,3,9,1620,F,Ship,high,M,1
5,2,262,6,10,3164,D,Road,medium,M,1
4,2,270,5,6,1520,F,Ship,low,M,0
3,2,245,4,60,2178,A,Ship,medium,M,1
5,1,151,3,9,5667,F,Ship,medium,F,0
3,5,156,2,8,5848,F,Ship,medium,F,0
3,1,183,2,5,5329,A,Ship,low,M,1
3,3,207,10,7,4423,C,Ship,low,F,0
5,3,272,2,4,5112,C,Flight,low,F,0
4,5,159,2,3,5704,F,Road,low,F,0
5,4,157,7,9,4272,D,Ship,medium,F,0
4,2,276,2,54,3706,C,Ship,low,M,1
3,4,271,2,14,2163,F,Ship,low,M,1
5,5,238,5,2,1657,F,Flight,low,M,0
3,4,267,3,8,5337,B,Ship,high,M,1
4,2,252,3,8,4262,C,Ship,medium,M,1
3,3,149,3,63,1946,B,Ship,low,F,1
5,5,219,3,27,3430,B,Ship,medium,M,1
3,2,257,2,1,4132,D,Flight,medium,F,1
4,5,268,6,7,4709,F,Road,medium,F,0
4,4,222,3,6,4199,B,Ship,medium,F,1
3,2,262,2,5,5747,C,Flight,low,M,1
4,5,184,3,64,3812,F,Road,low,F,1
3,3,132,2,1,4687,A,Ship,medium,M,0
4,4,233,5,10,1173,D,Road,low,F,1
3,5,197,3,3,5658,F,Ship,low,M,0
4,4,174,2,11,1577,F,Ship,low,F,1
5,5,147,4,42,1642,D,Flight,high,F,1
4,4,146,3,10,5805,F,Road,low,F,0
2,4,158,5,2,4303,C,Ship,medium,F,1
6,5,301,4,4,1707,B,Ship,low,F,1
4,4,225,2,10,4829,F,Ship,medium,M,1
6,5,299,4,1,1629,C,Ship,low,F,1
4,1,266,3,10,4382,F,Flight,low,M,0
4,3,186,3,9,5131,C,Flight,medium,F,1
4,2,185,3,8,4322,F,Flight,low,M,1
3,5,199,4,7,4520,F,Road,low,M,0
4,3,135,3,11,1322,A,Ship,medium,F,1
3,1,182,3,2,5760,C,Road,low,M,0
4,2,246,5,9,1206,F,Road,low,M,1
4,5,218,6,5,4364,B,Ship,low,M,1
3,3,183,3,3,5538,F,Ship,low,F,0
5,1,159,2,5,4382,B,Ship,medium,F,0
5,1,276,5,5,1358,F,Ship,medium,M,1
3,4,138,3,10,4327,C,Flight,medium,F,1
4,2,262,4,2,5311,F,Ship,low,M,0
6,2,290,5,8,1512,A,Road,medium,M,1
5,3,135,3,4,5858,C,Ship,high,M,0
4,4,261,3,2,4140,F,Flight,medium,M,0
4,4,203,2,10,5192,F,Ship,low,F,0
5,3,257,5,3,1953,D,Road,medium,F,0
4,5,216,3,7,5891,F,Road,medium,F,0
3,4,186,3,1,5922,A,Road,high,M,1
