N1,N2,N3,N4,N5,N6,N7,label
70,70,0,1,0,1,0,2
145,145,0,1,0,1,0,1
17008,1379,15629,22,25,7,15,0
193,102,91,2,30,1,1,0
66,66,0,1,0,1,0,1
816,102,714,2,30,1,1,0
62,62,0,1,0,1,0,1
9766,1633,8133,27,172,13,14,0
195,102,93,2,30,1,1,0
62,62,0,1,0,1,0,1
146,146,0,1,0,1,0,1
367,102,265,2,31,1,1,0
177,94,83,2,30,1,1,0
70,70,0,2,8,2,0,0
60,60,0,1,0,1,0,1
418,94,324,2,30,1,1,0
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
66,66,0,1,3600,1,0,0
66,66,0,1,0,1,0,1
195,102,93,2,30,1,1,0
146,146,0,1,0,1,0,1
3182,1568,1614,8,120,4,4,0
70,70,0,1,0,1,0,2
82,82,0,1,0,1,0,1
199,94,105,2,30,1,1,0
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
78,78,0,1,0,1,0,1
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
5167,700,4467,16,15,7,9,0
754,94,660,2,30,1,1,0
152,152,0,1,1200,1,0,0
335,117,218,4,36,2,2,0
422,164,258,6,30,3,3,0
70,70,0,1,0,1,0,2
5377,857,4520,21,88,8,13,0
62,62,0,1,0,1,0,1
197,102,95,2,31,1,1,0
62,62,0,1,0,1,0,1
132,132,0,3,1199,3,0,0
66,66,0,1,0,1,0,1
60,60,0,1,0,1,0,1
71902,4007,67895,98,127,40,58,0
143,143,0,1,0,1,0,1
66,66,0,1,0,1,0,2
66,66,0,1,0,1,0,2
60,60,0,1,0,1,0,1
146,146,0,1,0,1,0,1
66,66,0,1,0,1,0,1
66,66,0,1,5,1,0,0
86,86,0,1,30,1,0,0
318,192,126,6,41,4,2,0
70,70,0,1,0,1,0,2
167,86,81,2,30,1,1,0
228,94,134,2,30,1,1,0
183,94,89,2,29,1,1,0
66,66,0,1,0,1,0,1
70,70,0,2,8,2,0,0
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
51055,17321,33734,147,612,77,70,0
66,66,0,1,0,1,0,1
238,87,151,2,30,1,1,0
70,70,0,1,0,1,0,2
794,102,692,2,30,1,1,0
193,102,91,2,31,1,1,0
60,60,0,1,0,1,0,1
2958,1567,1391,15,15,8,7,0
7934,1372,6562,25,63,12,13,0
312,94,218,2,30,1,1,0
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
62,62,0,1,5,1,0,0
25302,10587,14715,88,123,37,51,0
5397,713,4684,14,16,8,6,0
6697,1606,5091,23,36,13,10,0
274414,45529,228885,359,170,186,173,0
66,66,0,1,0,1,0,1
195,102,93,2,30,1,1,0
184,94,90,2,29,1,1,0
1165,94,1071,2,30,1,1,0
66,66,0,1,0,1,0,1
9876,1976,7900,27,27,13,14,0
186,95,91,2,31,1,1,0
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,1
179,94,85,2,31,1,1,0
2937,1241,1696,12,22,7,5,0
756,95,661,2,31,1,1,0
6312,2620,3692,25,24,12,13,0
70,70,0,2,8,2,0,0
177,94,83,2,30,1,1,0
66,66,0,1,0,1,0,1
344,107,237,4,54,2,2,0
197,102,95,2,30,1,1,0
66,66,0,1,0,1,0,1
6022,2590,3432,37,131,20,17,0
10495,9044,1451,29,35,18,11,0
60,60,0,1,0,1,0,1
70,70,0,1,0,1,0,2
5727,491,5236,14,15,7,7,0
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,1
130,70,60,3,5,2,1,0
733,94,639,2,30,1,1,0
70,70,0,1,0,1,0,2
228,102,126,2,30,1,1,0
236,86,150,2,30,1,1,0
74,74,0,1,0,1,0,1
764,102,662,2,29,1,1,0
62,62,0,1,0,1,0,1
70,70,0,1,5,1,0,0
216,94,122,2,29,1,1,0
953,538,415,11,318,6,5,0
145,145,0,1,0,1,0,1
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
323,110,213,2,30,1,1,0
228,110,118,2,30,1,1,0
158,158,0,1,1200,1,0,0
70,70,0,1,0,1,0,2
8740,1799,6941,25,25,13,12,0
396,102,294,2,30,1,1,0
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
199,102,97,2,30,1,1,0
157,157,0,1,0,1,0,1
869,126,743,2,30,1,1,0
170,87,83,2,30,1,1,0
501046,7967,493079,419,118,69,350,0
13580,3864,9716,40,18,23,17,0
47483,13980,33503,69,151,35,34,0
33131,9092,24039,41,15,19,22,0
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
789,110,679,2,31,1,1,0
1188,1188,0,1,0,1,0,1
62,62,0,1,0,1,0,1
5323,2482,2841,31,19,15,16,0
78,78,0,1,5,1,0,0
167,86,81,2,30,1,1,0
200,102,98,2,30,1,1,0
70,70,0,1,0,1,0,2
177,94,83,2,30,1,1,0
4380,1473,2907,19,26,11,8,0
3517,993,2524,12,120,6,6,0
70,70,0,1,0,1,0,2
72,72,0,1,0,1,0,1
361013,18864,342149,392,296,110,282,0
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
5613,733,4880,16,14,9,7,0
1462,703,759,8,17,5,3,0
70,70,0,1,0,1,0,2
199,102,97,2,30,1,1,0
66,66,0,1,0,1,0,1
1570,754,816,10,15,6,4,0
5100,2001,3099,15,119,7,8,0
164,84,80,2,31,1,1,0
70,70,0,1,0,1,0,2
259,102,157,2,29,1,1,0
199,94,105,2,29,1,1,0
66,66,0,1,0,1,0,2
57276,6978,50298,77,30,34,43,0
184,94,90,2,30,1,1,0
215,94,121,2,30,1,1,0
62,62,0,1,0,1,0,1
62,62,0,1,0,1,0,1
214,140,74,4,30,3,1,0
70,70,0,1,5,1,0,0
2438,1442,996,21,20,12,9,0
179,94,85,2,30,1,1,0
183,94,89,2,30,1,1,0
70,70,0,1,0,1,0,2
2163,676,1487,14,15,7,7,0
66,66,0,1,0,1,0,1
258,102,156,2,30,1,1,0
172,88,84,2,30,1,1,0
3568,2889,679,13,23,8,5,0
78,78,0,1,0,1,0,1
62,62,0,1,0,1,0,1
8442,1134,7308,23,15,13,10,0
62,62,0,1,0,1,0,1
145,145,0,1,0,1,0,1
320,320,0,1,0,1,0,1
318,192,126,6,25,4,2,0
534,460,74,6,15,5,1,0
52235,4973,47262,81,179,39,42,0
1915,797,1118,8,16,5,3,0
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,2
15867,2466,13401,29,33,16,13,0
199,102,97,2,30,1,1,0
66,66,0,2,8,2,0,0
180,94,86,2,29,1,1,0
214,110,104,2,30,1,1,0
146,146,0,1,0,1,0,1
235,90,145,2,32,1,1,0
62,62,0,1,0,1,0,1
9046,1414,7632,25,84,10,15,0
146,146,0,1,0,1,0,1
70,70,0,1,5,1,0,0
7314,2061,5253,29,92,15,14,0
12852,3554,9298,35,24,19,16,0
70,70,0,1,4,1,0,0
13869,3749,10120,28,26,15,13,0
183,94,89,2,30,1,1,0
70,70,0,1,0,1,0,2
139,139,0,1,0,1,0,1
340,110,230,2,29,1,1,0
15824,805,15019,25,18,9,16,0
70,70,0,2,8,2,0,0
2372,1452,920,16,3600,8,8,0
70,70,0,1,0,1,0,2
65658,3155,62503,76,621,26,50,0
680,70,610,11,392,2,9,0
6931,1974,4957,24,342,11,13,0
66,66,0,1,0,1,0,2
62,62,0,1,0,1,0,1
130,70,60,2,5,1,1,0
60,60,0,1,0,1,0,1
66,66,0,1,0,1,0,1
62,62,0,1,0,1,0,1
145,145,0,1,0,1,0,1
62,62,0,1,0,1,0,1
60,60,0,1,0,1,0,1
3997,1374,2623,14,136,7,7,0
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
4921,2525,2396,14,135,7,7,0
2425,529,1896,11,75,6,5,0
365,94,271,2,30,1,1,0
499,425,74,4,0,3,1,0
62,62,0,1,0,1,0,1
60,60,0,1,0,1,0,1
192,98,94,2,31,1,1,0
183,94,89,2,30,1,1,0
8666,2933,5733,46,15,27,19,0
66,66,0,1,0,1,0,1
62,62,0,1,0,1,0,1
621,111,510,4,35,2,2,0
166,166,0,1,1199,1,0,0
195,102,93,2,31,1,1,0
195,102,93,2,31,1,1,0
757,102,655,2,29,1,1,0
318,192,126,6,37,4,2,0
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
7299,4561,2738,32,193,16,16,0
4575,1668,2907,19,27,11,8,0
130,70,60,2,15,1,1,0
62,62,0,1,0,1,0,1
166,73,93,2,30,1,1,0
512466,48982,463484,912,124,446,466,0
13772,1738,12034,26,31,12,14,0
62,62,0,1,0,1,0,1
78,78,0,1,5,1,0,0
165,86,79,2,30,1,1,0
62,62,0,1,0,1,0,1
217,82,135,2,31,1,1,0
70,70,0,1,0,1,0,2
167,86,81,2,30,1,1,0
209,110,99,2,30,1,1,0
66,66,0,1,0,1,0,2
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
1703,524,1179,9,30,5,4,0
62,62,0,1,0,1,0,1
7747,1533,6214,27,31,13,14,0
2554,1742,812,15,77,8,7,0
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
254,128,126,5,16,3,2,0
93,93,0,2,60,2,0,0
1114,534,580,12,16,7,5,0
214,110,104,2,30,1,1,0
32941,1850,31091,46,131,19,27,0
70,70,0,1,0,1,0,2
8040,2587,5453,39,16,23,16,0
1401,940,461,11,28,7,4,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
4435,1290,3145,17,31,9,8,0
4555,1648,2907,19,29,11,8,0
70,70,0,1,0,1,0,2
228,90,138,2,30,1,1,0
146,146,0,1,0,1,0,1
378,192,186,7,15,4,3,0
70,70,0,1,5,1,0,0
66,66,0,1,0,1,0,1
62,62,0,1,0,1,0,1
159,159,0,1,0,1,0,1
214,110,104,2,30,1,1,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,2
177,94,83,2,30,1,1,0
70,70,0,1,0,1,0,2
17760,13913,3847,54,167,25,29,0
211,102,109,2,30,1,1,0
183,94,89,2,31,1,1,0
66,66,0,1,0,1,0,1
320,140,180,6,5,3,3,0
70,70,0,1,0,1,0,2
711,87,624,2,30,1,1,0
66,66,0,1,0,1,0,2
66,66,0,1,0,1,0,2
60,60,0,1,0,1,0,1
6606,936,5670,17,23,9,8,0
62,62,0,1,0,1,0,1
194,102,92,2,30,1,1,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
150,150,0,1,1200,1,0,0
62,62,0,1,0,1,0,1
232,172,60,3,4,2,1,0
70,70,0,1,0,1,0,2
183,94,89,2,30,1,1,0
74,74,0,1,0,1,0,1
1701571,69958,1631613,1930,170,782,1148,0
70,70,0,1,0,1,0,2
2485,529,1956,12,17,6,6,0
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
1656,126,1530,4,30,2,2,0
892,126,766,2,31,1,1,0
7341,2111,5230,18,135,8,10,0
819,102,717,2,30,1,1,0
1124,594,530,12,26,6,6,0
70,70,0,1,0,1,0,2
146,146,0,1,0,1,0,1
184,94,90,2,30,1,1,0
252,102,150,2,30,1,1,0
226,94,132,2,30,1,1,0
1013,504,509,10,15,6,4,0
6981,948,6033,17,27,10,7,0
4401,1494,2907,19,30,11,8,0
448,78,370,6,25,1,5,0
211,110,101,2,30,1,1,0
66,66,0,1,0,1,0,1
4381,1474,2907,19,26,11,8,0
404,259,145,3,33,2,1,0
70,70,0,1,0,1,0,2
202,103,99,2,31,1,1,0
7683,2076,5607,42,131,21,21,0
194,102,92,2,31,1,1,0
70,70,0,1,0,1,0,2
1495,954,541,13,47,8,5,0
70,70,0,1,0,1,0,2
167,86,81,2,29,1,1,0
340,82,258,5,29,2,3,0
220,90,130,2,30,1,1,0
2998,1997,1001,16,16,8,8,0
132958,3923,129035,143,38,53,90,0
66,66,0,1,0,1,0,1
7087,2587,4500,21,30,12,9,0
148,148,0,1,0,1,0,1
70,70,0,1,0,1,0,2
1162,1162,0,1,0,1,0,1
564,382,182,9,15,6,3,0
62,62,0,1,0,1,0,1
181,94,87,2,31,1,1,0
869,126,743,2,30,1,1,0
177,94,83,2,29,1,1,0
66,66,0,1,0,1,0,2
1342,918,424,10,25,6,4,0
5766,1575,4191,24,589,13,11,0
70,70,0,1,0,1,0,2
192,98,94,2,30,1,1,0
62,62,0,1,0,1,0,1
70,70,0,2,8,2,0,0
177,94,83,2,30,1,1,0
62,62,0,1,0,1,0,1
168,78,90,2,29,1,1,0
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
134,64,70,2,0,1,1,0
14668,3601,11067,34,19,19,15,0
130,66,64,2,4,1,1,0
486,240,246,9,28,5,4,0
6125,1674,4451,22,81,11,11,0
82,82,0,1,30,1,0,0
70,70,0,1,0,1,0,2
241,102,139,2,30,1,1,0
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
62,62,0,1,0,1,0,1
269,78,191,2,30,1,1,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
212,78,134,2,30,1,1,0
202,83,119,2,30,1,1,0
60,60,0,1,0,1,0,1
62,62,0,1,0,1,0,1
242,94,148,2,30,1,1,0
31586,15587,15999,213,884,105,108,0
195,102,93,2,30,1,1,0
134,60,74,3,10,2,1,0
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,2
60,60,0,1,0,1,0,1
259,86,173,2,30,1,1,0
159,159,0,1,0,1,0,1
101607,1692,99915,94,15,24,70,0
66,66,0,1,0,1,0,2
66,66,0,1,0,1,0,1
386,106,280,4,51,2,2,0
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,2
364,94,270,4,49,2,2,0
66,66,0,1,0,1,0,1
780,104,676,2,31,1,1,0
66,66,0,1,0,1,0,2
66,66,0,1,0,1,0,1
66,66,0,1,0,1,0,1
1882,1108,774,17,135,10,7,0
62,62,0,1,0,1,0,1
10335,2523,7812,42,32,20,22,0
70,70,0,1,0,1,0,2
199,102,97,2,30,1,1,0
66,66,0,1,0,1,0,1
3100,783,2317,14,15,7,7,0
70,70,0,1,0,1,0,2
170,87,83,2,31,1,1,0
82,82,0,1,0,1,0,1
199,102,97,2,29,1,1,0
70,70,0,1,0,1,0,2
883,126,757,2,30,1,1,0
146,146,0,1,0,1,0,1
66,66,0,1,0,1,0,2
22368,2947,19421,53,137,24,29,0
66,66,0,1,0,1,0,1
209,110,99,2,29,1,1,0
7647,2890,4757,23,20,11,12,0
555419,4827,550592,451,21,64,387,0
4373,1466,2907,19,29,11,8,0
66,66,0,1,0,1,0,1
2005,1094,911,11,87,6,5,0
383990,15580,368410,490,212,192,298,0
70,70,0,1,0,1,0,2
168,86,82,2,31,1,1,0
168,86,82,2,33,1,1,0
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
170,87,83,2,30,1,1,0
70,70,0,1,0,1,0,2
1770,961,809,10,15,5,5,0
1052,612,440,10,15,5,5,0
27467,22472,4995,85,42,45,40,0
170,87,83,2,30,1,1,0
1213,471,742,10,255,6,4,0
62,62,0,1,0,1,0,1
1093,662,431,10,46,6,4,0
230,90,140,2,30,1,1,0
1916,1121,795,19,69,10,9,0
78,78,0,1,4,1,0,0
192,98,94,2,31,1,1,0
199,102,97,2,29,1,1,0
82,82,0,1,31,1,0,0
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
94,94,0,1,30,1,0,0
482,300,182,9,25,6,3,0
70,70,0,1,0,1,0,2
562,562,0,4,175,4,0,0
6204,1328,4876,21,139,12,9,0
62,62,0,1,0,1,0,1
253,87,166,4,30,2,2,0
7183,1824,5359,27,316,14,13,0
66,66,0,1,0,1,0,2
251,94,157,2,31,1,1,0
62,62,0,1,0,1,0,1
217,90,127,2,29,1,1,0
200,102,98,2,30,1,1,0
178,94,84,2,31,1,1,0
70,70,0,1,30,1,0,0
146,146,0,1,0,1,0,1
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
5702,1212,4490,19,139,10,9,0
70,70,0,1,0,1,0,2
82,82,0,1,30,1,0,0
199,94,105,2,30,1,1,0
235,90,145,2,33,1,1,0
29503,9695,19808,55,34,30,25,0
78,78,0,1,30,1,0,0
554,96,458,4,60,2,2,0
211,110,101,2,30,1,1,0
66,66,0,1,0,1,0,1
193,102,91,2,30,1,1,0
196,102,94,2,30,1,1,0
15775,3795,11980,48,18,32,16,0
184,94,90,2,30,1,1,0
217,87,130,2,30,1,1,0
3674,1750,1924,23,203,12,11,0
73454,5461,67993,74,79,22,52,0
93,93,0,2,60,2,0,0
145,145,0,1,0,1,0,1
181,94,87,2,30,1,1,0
70,70,0,1,0,1,0,2
70,70,0,2,8,2,0,0
199,102,97,2,30,1,1,0
146,146,0,1,0,1,0,1
66,66,0,1,0,1,0,2
214,110,104,2,30,1,1,0
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,1
4067,2672,1395,23,23,14,9,0
6128,3746,2382,48,46,25,23,0
17071,1532,15539,17,27,3,14,0
499,425,74,4,1,3,1,0
70,70,0,1,0,1,0,2
214,110,104,2,30,1,1,0
177,94,83,2,30,1,1,0
193,102,91,2,30,1,1,0
70,70,0,2,8,2,0,0
4116,972,3144,15,50,8,7,0
8677,2714,5963,21,114,13,8,0
9742,2044,7698,30,391,12,18,0
1628,1037,591,14,16,8,6,0
173,94,79,2,30,1,1,0
9681,2243,7438,35,24,18,17,0
70,70,0,1,0,1,0,2
36985,3992,32993,56,151,25,31,0
105609,16179,89430,150,84,79,71,0
262,94,168,2,30,1,1,0
2970,1689,1281,24,18,13,11,0
4752,2561,2191,32,256,16,16,0
70,70,0,1,0,1,0,2
1515,481,1034,11,16,6,5,0
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
498,204,294,6,30,3,3,0
31183,3879,27304,52,19,26,26,0
66,66,0,1,0,1,0,2
6409,984,5425,21,360,11,10,0
220,90,130,2,30,1,1,0
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
50236,37417,12819,67,19,41,26,0
200,102,98,2,31,1,1,0
62,62,0,1,0,1,0,1
60,60,0,1,0,1,0,1
3201,1057,2144,13,135,6,7,0
60,60,0,1,0,1,0,1
216,98,118,2,30,1,1,0
234,234,0,4,11,4,0,0
376,95,281,4,36,2,2,0
194,102,92,2,30,1,1,0
62,62,0,1,0,1,0,1
286,110,176,2,30,1,1,0
70,70,0,2,8,2,0,0
177,94,83,2,29,1,1,0
199,102,97,2,30,1,1,0
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
7711,1717,5994,26,361,13,13,0
66,66,0,1,0,1,0,1
69429,16478,52951,156,182,83,73,0
10706,1679,9027,27,46,15,12,0
2860,258,2602,9,121,4,5,0
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,2
2459,1608,851,17,25,9,8,0
66,66,0,1,0,1,0,1
1222,747,475,10,25,5,5,0
62,62,0,1,0,1,0,1
62,62,0,1,0,1,0,1
62,62,0,1,0,1,0,1
227,89,138,2,30,1,1,0
711,87,624,2,30,1,1,0
300,99,201,4,30,2,2,0
166,86,80,2,30,1,1,0
70,70,0,1,0,1,0,2
8078,1511,6567,30,54,14,16,0
66,66,0,1,0,1,0,2
130,70,60,2,5,1,1,0
194,99,95,2,31,1,1,0
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
199,102,97,2,29,1,1,0
66,66,0,1,0,1,0,1
509,150,359,2,1199,1,1,0
70,70,0,1,0,1,0,2
15400,9133,6267,40,272,22,18,0
62,62,0,1,0,1,0,1
177,94,83,2,29,1,1,0
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
183,94,89,2,30,1,1,0
325846,10609,315237,326,38,106,220,0
1616,126,1490,4,30,2,2,0
24781,3304,21477,43,21,24,19,0
371,77,294,2,30,1,1,0
60,60,0,1,0,1,0,1
2391,1434,957,16,3601,8,8,0
193,102,91,2,30,1,1,0
278,86,192,2,29,1,1,0
6909,2495,4414,20,15,11,9,0
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
10876,5991,4885,39,93,22,17,0
134,60,74,3,6,2,1,0
70,70,0,1,5,1,0,0
983,496,487,9,16,5,4,0
62,62,0,1,0,1,0,1
353,118,235,2,30,1,1,0
6883,1887,4996,23,361,12,11,0
196,94,102,2,29,1,1,0
1466,856,610,13,27,6,7,0
70,70,0,1,0,1,0,2
198,101,97,2,31,1,1,0
12357,5182,7175,30,108,13,17,0
66,66,0,1,0,1,0,2
214,94,120,2,30,1,1,0
257,126,131,2,31,1,1,0
146,146,0,1,0,1,0,1
481,150,331,2,1199,1,1,0
62,62,0,1,0,1,0,1
316,136,180,6,7,3,3,0
209,110,99,2,30,1,1,0
3964,780,3184,14,125,8,6,0
67984,17257,50727,121,148,50,71,0
1398,590,808,9,111,6,3,0
62,62,0,1,0,1,0,1
1269359015,948477220,320881795,1036116,9283,747520,288596,0
1150,613,537,10,16,6,4,0
74,74,0,1,0,1,0,1
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
5826,1199,4627,21,42,11,10,0
66,66,0,1,0,1,0,1
62,62,0,1,0,1,0,1
168,86,82,2,30,1,1,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,2
70,70,0,1,5,1,0,0
70,70,0,1,5,1,0,0
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,2
209,110,99,2,30,1,1,0
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
499,425,74,4,0,3,1,0
146,146,0,1,0,1,0,1
167,86,81,2,30,1,1,0
1654,126,1528,4,31,2,2,0
326320,11951,314369,346,36,122,224,0
216,110,106,2,30,1,1,0
70,70,0,1,0,1,0,2
374,97,277,4,32,2,2,0
66,66,0,1,0,1,0,2
78,78,0,1,0,1,0,1
22544,1481,21063,31,16,9,22,0
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,2
193,102,91,2,29,1,1,0
60,60,0,1,0,1,0,1
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
184,94,90,2,29,1,1,0
199,102,97,2,30,1,1,0
513,152,361,2,1200,1,1,0
78,78,0,2,31,2,0,0
70,70,0,1,0,1,0,2
318,192,126,6,26,4,2,0
205,94,111,2,30,1,1,0
70,70,0,1,5,1,0,0
3026,1775,1251,23,74,14,9,0
66,66,0,1,0,1,0,2
266,89,177,4,58,2,2,0
184,94,90,2,30,1,1,0
450,246,204,8,141,5,3,0
66,66,0,1,0,1,0,1
819,102,717,2,30,1,1,0
62,62,0,1,0,1,0,1
62,62,0,1,0,1,0,1
177,94,83,2,30,1,1,0
378,192,186,7,39,4,3,0
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
258,70,188,4,8,2,2,0
62,62,0,1,0,1,0,1
217,86,131,2,30,1,1,0
70,70,0,2,8,2,0,0
66,66,0,1,0,1,0,1
138,78,60,2,5,1,1,0
318,70,248,5,17,1,4,0
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
196,102,94,2,31,1,1,0
1252,539,713,10,20,5,5,0
22856,2980,19876,43,116,19,24,0
70,70,0,1,0,1,0,2
86,86,0,1,30,1,0,0
146,146,0,1,0,1,0,1
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
10761,5724,5037,43,15,25,18,0
132,132,0,3,1200,3,0,0
761,100,661,2,31,1,1,0
70,70,0,2,7,2,0,0
62,62,0,1,0,1,0,1
216,110,106,2,31,1,1,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
645,90,555,2,30,1,1,0
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
168,86,82,2,31,1,1,0
240,96,144,2,31,1,1,0
10747,2507,8240,26,48,14,12,0
70,70,0,1,0,1,0,2
139,70,69,2,30,1,1,0
66,66,0,1,0,1,0,2
546,280,266,9,26,5,4,0
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
332,332,0,1,0,1,0,1
976,589,387,10,76,6,4,0
619870,220857,399013,1045,123,531,514,0
498,204,294,6,29,3,3,0
762,98,664,2,31,1,1,0
66,66,0,1,0,1,0,2
770,101,669,2,30,1,1,0
417,86,331,2,31,1,1,0
62,62,0,1,0,1,0,1
62,62,0,1,0,1,0,1
755,94,661,2,30,1,1,0
2511,1464,1047,21,102,10,11,0
186,95,91,2,31,1,1,0
10454,1724,8730,28,525,12,16,0
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
60,60,0,1,0,1,0,1
70,70,0,1,0,1,0,2
177,86,91,2,29,1,1,0
504,382,122,8,16,6,2,0
195,102,93,2,31,1,1,0
177,94,83,2,31,1,1,0
177,94,83,2,30,1,1,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
70,70,0,2,8,2,0,0
92397,4379,88018,102,16,37,65,0
177,94,83,2,30,1,1,0
148,148,0,1,0,1,0,1
70,70,0,1,0,1,0,2
4802,866,3936,19,26,10,9,0
166,86,80,2,30,1,1,0
183,94,89,2,30,1,1,0
194,87,107,2,31,1,1,0
711,87,624,2,30,1,1,0
396,102,294,2,30,1,1,0
234,234,0,4,12,4,0,0
66,66,0,1,0,1,0,1
12757,4053,8704,39,522,14,25,0
78,78,0,1,0,1,0,1
17529,8138,9391,39,31,17,22,0
177,94,83,2,30,1,1,0
359,134,225,2,30,1,1,0
62,62,0,1,0,1,0,1
70,70,0,2,9,2,0,0
70,70,0,2,8,2,0,0
66,66,0,1,0,1,0,2
254,128,126,5,15,3,2,0
3354,1792,1562,46,192,23,23,0
62,62,0,1,0,1,0,1
62,62,0,1,0,1,0,1
6664,1570,5094,23,18,13,10,0
177,94,83,2,30,1,1,0
6777,1527,5250,24,201,13,11,0
66,66,0,1,0,1,0,2
66,66,0,1,0,1,0,2
66,66,0,1,0,1,0,2
503,103,400,4,47,2,2,0
199,102,97,2,29,1,1,0
253,99,154,2,33,1,1,0
62,62,0,1,0,1,0,1
318,192,126,6,22,4,2,0
66,66,0,1,0,1,0,2
66,66,0,1,0,1,0,2
863,363,500,4,1200,2,2,0
11955,1861,10094,30,172,14,16,0
183,94,89,2,30,1,1,0
66,66,0,1,0,1,0,1
6973,2413,4560,22,148,11,11,0
3562,1936,1626,48,192,24,24,0
146,146,0,1,0,1,0,1
868,126,742,2,30,1,1,0
177,94,83,2,30,1,1,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
4889,763,4126,18,30,8,10,0
4292,1932,2360,32,118,17,15,0
366,94,272,2,30,1,1,0
13661,4451,9210,32,46,18,14,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
285,103,182,4,50,2,2,0
70,70,0,1,4,1,0,0
60,60,0,1,0,1,0,1
66,66,0,2,8,2,0,0
62,62,0,1,0,1,0,1
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
2091,799,1292,10,15,6,4,0
66,66,0,1,0,1,0,1
62,62,0,1,0,1,0,1
66,66,0,2,8,2,0,0
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
62,62,0,1,0,1,0,1
17812,8128,9684,55,343,27,28,0
196,94,102,2,30,1,1,0
66,66,0,1,0,1,0,1
